movie_id,keywords
9087,"[{'id': 833, 'name': 'white house'}, {'id': 840, 'name': 'usa president'}, {'id': 1605, 'name': 'new love'}, {'id': 33476, 'name': 'widower'}, {'id': 211505, 'name': 'wildlife conservation'}]"
12110,"[{'id': 3633, 'name': 'dracula'}, {'id': 11931, 'name': 'spoof'}]"
21032,"[{'id': 1994, 'name': 'wolf'}, {'id': 6411, 'name': 'dog-sledding race'}, {'id': 9880, 'name': 'alaska'}, {'id': 15162, 'name': 'dog'}, {'id': 15169, 'name': 'goose'}, {'id': 158175, 'name': 'bear attack'}, {'id': 158370, 'name': 'dog sled'}, {'id': 158371, 'name': 'frozen lake'}]"
10858,"[{'id': 840, 'name': 'usa president'}, {'id': 2946, 'name': 'presidential election'}, {'id': 4240, 'name': 'watergate scandal'}, {'id': 5565, 'name': 'biography'}, {'id': 6086, 'name': 'government'}, {'id': 6165, 'name': 'historical figure'}]"
1408,"[{'id': 911, 'name': 'exotic island'}, {'id': 1454, 'name': 'treasure'}, {'id': 1969, 'name': 'map'}, {'id': 3799, 'name': 'ship'}, {'id': 5470, 'name': 'scalp'}, {'id': 12988, 'name': 'pirate'}]"
524,"[{'id': 383, 'name': 'poker'}, {'id': 726, 'name': 'drug abuse'}, {'id': 1228, 'name': '1970s'}, {'id': 2635, 'name': 'overdose'}, {'id': 33625, 'name': 'illegal prostitution'}]"
4584,"[{'id': 420, 'name': 'bowling'}, {'id': 818, 'name': 'based on novel'}, {'id': 964, 'name': 'servant'}, {'id': 2755, 'name': 'country life'}, {'id': 7564, 'name': 'jane austen'}, {'id': 10911, 'name': 'inheritance'}, {'id': 11109, 'name': 'military officer'}, {'id': 15060, 'name': 'period drama'}, {'id': 156507, 'name': 'rainstorm'}, {'id': 156510, 'name': 'horse and carriage'}, {'id': 156512, 'name': 'decorum'}]"
5,"[{'id': 612, 'name': 'hotel'}, {'id': 613, 'name': ""new year's eve""}, {'id': 616, 'name': 'witch'}, {'id': 622, 'name': 'bet'}, {'id': 922, 'name': 'hotel room'}, {'id': 2700, 'name': 'sperm'}, {'id': 12670, 'name': 'los angeles'}, {'id': 160488, 'name': 'hoodlum'}, {'id': 187056, 'name': 'woman director'}, {'id': 198129, 'name': 'episode film'}]"
9273,"[{'id': 409, 'name': 'africa'}, {'id': 1551, 'name': 'indigenous'}, {'id': 2526, 'name': 'human animal relationship'}, {'id': 5155, 'name': 'bat'}]"
11517,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 1552, 'name': 'subway'}, {'id': 14512, 'name': 'new york city'}, {'id': 155735, 'name': 'new york subway'}, {'id': 156120, 'name': 'train robbery'}]"
8012,"[{'id': 395, 'name': 'gambling'}, {'id': 416, 'name': 'miami'}, {'id': 818, 'name': 'based on novel'}, {'id': 8438, 'name': 'job'}, {'id': 9826, 'name': 'murder'}, {'id': 9935, 'name': 'travel'}, {'id': 10391, 'name': 'mafia'}, {'id': 10594, 'name': 'money'}, {'id': 11061, 'name': 'debt'}, {'id': 11578, 'name': 'mobster'}, {'id': 12094, 'name': 'business'}, {'id': 12396, 'name': 'hollywood'}, {'id': 13142, 'name': 'gangster'}, {'id': 14536, 'name': 'crime'}, {'id': 14819, 'name': 'violence'}, {'id': 14964, 'name': 'drug'}, {'id': 33879, 'name': 'producer'}, {'id': 159608, 'name': 'con'}]"
1710,"[{'id': 796, 'name': 'police brutality'}, {'id': 2800, 'name': 'psychology'}, {'id': 4668, 'name': 'police operation'}, {'id': 5430, 'name': 'police protection'}, {'id': 10714, 'name': 'serial killer'}, {'id': 11268, 'name': 'psychologist'}, {'id': 13001, 'name': 'cowardliness'}]"
9691,"[{'id': 271, 'name': 'competition'}, {'id': 441, 'name': 'assassination'}, {'id': 591, 'name': 'cia'}, {'id': 974, 'name': 'bank'}, {'id': 977, 'name': 'cat'}, {'id': 1666, 'name': 'mexican standoff'}, {'id': 2350, 'name': 'seattle'}, {'id': 2708, 'name': 'hitman'}, {'id': 3045, 'name': 'mission of murder'}, {'id': 3979, 'name': 'hidden camera'}, {'id': 9823, 'name': 'rivalry'}, {'id': 10084, 'name': 'rescue'}, {'id': 10950, 'name': 'shootout'}, {'id': 11148, 'name': 'police chase'}, {'id': 12355, 'name': 'sniper rifle'}, {'id': 18107, 'name': 'silencer'}, {'id': 33456, 'name': 'double cross'}, {'id': 167861, 'name': 'caribbean'}, {'id': 178929, 'name': 'detroit michigan'}]"
12665,"[{'id': 7345, 'name': 'dead animal'}, {'id': 11325, 'name': 'shot to death'}, {'id': 18068, 'name': 'teenage boy'}, {'id': 18320, 'name': 'held at gunpoint'}, {'id': 41355, 'name': 'teacher student relationship'}, {'id': 163531, 'name': 'albino'}, {'id': 163533, 'name': 'fainting'}, {'id': 163534, 'name': 'jacobs ladder'}, {'id': 163540, 'name': 'christ allegory'}, {'id': 163543, 'name': 'psionic power'}, {'id': 163545, 'name': 'healing power'}, {'id': 163552, 'name': 'looking pale'}, {'id': 163553, 'name': 'flickering light'}, {'id': 163558, 'name': 'extrasensory perception'}]"
451,"[{'id': 30, 'name': 'individual'}, {'id': 549, 'name': 'prostitute'}, {'id': 567, 'name': 'alcohol'}, {'id': 585, 'name': 'casino'}, {'id': 699, 'name': 'love at first sight'}, {'id': 725, 'name': 'lovesickness'}, {'id': 887, 'name': 'film producer'}, {'id': 888, 'name': 'screenwriter'}, {'id': 922, 'name': 'hotel room'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 6059, 'name': 'unsociability'}, {'id': 7464, 'name': 'alcoholism'}, {'id': 12670, 'name': 'los angeles'}, {'id': 15237, 'name': 'alcohol abuse'}, {'id': 155793, 'name': 'attempted suicide'}]"
16420,"[{'id': 497, 'name': 'shakespeare'}, {'id': 931, 'name': 'jealousy'}, {'id': 9713, 'name': 'friends'}, {'id': 17982, 'name': 'moor'}]"
9263,"[{'id': 1228, 'name': '1970s'}, {'id': 5248, 'name': 'female friendship'}, {'id': 10683, 'name': 'coming of age'}, {'id': 170521, 'name': 'gynecologist'}, {'id': 170533, 'name': 'photocopier'}, {'id': 170539, 'name': 'truth or dare'}, {'id': 187056, 'name': 'woman director'}]"
17015,"[{'id': 1316, 'name': 'captain'}, {'id': 33384, 'name': 'napoleonic wars'}, {'id': 33386, 'name': 'old flame'}, {'id': 33388, 'name': 'admiral'}]"
902,"[{'id': 402, 'name': 'clone'}, {'id': 1566, 'name': 'dream'}, {'id': 2041, 'name': 'island'}, {'id': 4484, 'name': 'eye'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4995, 'name': 'aging'}, {'id': 6054, 'name': 'friendship'}, {'id': 10084, 'name': 'rescue'}, {'id': 10103, 'name': 'children'}, {'id': 14659, 'name': 'girl'}, {'id': 157955, 'name': 'childhood'}]"
37557,"[{'id': 964, 'name': 'servant'}, {'id': 2311, 'name': 'cabaret'}, {'id': 2682, 'name': 'shanghai'}, {'id': 2992, 'name': 'diva'}, {'id': 6464, 'name': 'uncle'}, {'id': 11869, 'name': 'mistress'}, {'id': 41277, 'name': 'umbrella'}]"
9909,"[{'id': 897, 'name': 'rap music'}, {'id': 3436, 'name': 'karate'}, {'id': 6270, 'name': 'high school'}, {'id': 6610, 'name': 'naval officer'}, {'id': 10508, 'name': 'teacher'}, {'id': 155582, 'name': 'amusement park'}]"
63,"[{'id': 222, 'name': 'schizophrenia'}, {'id': 276, 'name': 'philadelphia'}, {'id': 277, 'name': 'cassandra syndrom'}, {'id': 278, 'name': 'stockholm syndrome'}, {'id': 4379, 'name': 'time travel'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4565, 'name': 'dystopia'}, {'id': 14675, 'name': 'lethal virus'}, {'id': 15149, 'name': 'monkey'}, {'id': 162801, 'name': 'subterranean'}]"
78802,[]
9598,"[{'id': 3020, 'name': 'sheep'}, {'id': 4931, 'name': 'pig'}, {'id': 5608, 'name': 'affection'}, {'id': 8082, 'name': 'piglet'}, {'id': 11115, 'name': 'heroism'}, {'id': 11477, 'name': 'talking animal'}, {'id': 18013, 'name': 'separation'}, {'id': 33671, 'name': 'german shepherd'}, {'id': 158019, 'name': 'grandson'}, {'id': 206052, 'name': 'talking pig'}]"
47018,"[{'id': 392, 'name': 'england'}, {'id': 437, 'name': 'painter'}, {'id': 8997, 'name': 'conscientious objector'}, {'id': 10183, 'name': 'independent film'}, {'id': 13065, 'name': 'soldier'}]"
687,"[{'id': 378, 'name': 'prison'}, {'id': 570, 'name': 'rape'}, {'id': 1952, 'name': 'socially deprived family'}, {'id': 2060, 'name': 'penalty'}, {'id': 2122, 'name': 'death penalty'}, {'id': 2300, 'name': 'despair'}, {'id': 2501, 'name': 'death row'}, {'id': 2538, 'name': 'begnadigung'}, {'id': 2726, 'name': 'therapist'}, {'id': 2796, 'name': 'self-discovery'}, {'id': 2885, 'name': 'prison cell'}, {'id': 3012, 'name': 'court case'}, {'id': 3437, 'name': 'death sentence'}, {'id': 3440, 'name': 'doomed man'}, {'id': 3441, 'name': 'sentence'}, {'id': 3442, 'name': 'lethal injection'}, {'id': 3446, 'name': 'forgiveness'}, {'id': 3447, 'name': 'charity'}, {'id': 3448, 'name': 'mercy petition'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 6059, 'name': 'unsociability'}, {'id': 6145, 'name': 'right and justice'}, {'id': 6148, 'name': 'court'}, {'id': 11263, 'name': 'electric chair'}, {'id': 13001, 'name': 'cowardliness'}]"
139405,[]
33689,"[{'id': 13014, 'name': 'orphan'}, {'id': 204353, 'name': 'identical twin'}]"
9603,"[{'id': 1525, 'name': 'puberty'}, {'id': 6270, 'name': 'high school'}, {'id': 6664, 'name': 'make a match'}, {'id': 7208, 'name': 'spoiled child'}, {'id': 10199, 'name': 'gay interest'}, {'id': 11933, 'name': 'conflict'}, {'id': 187056, 'name': 'woman director'}]"
34615,"[{'id': 3644, 'name': 'south africa'}]"
31174,"[{'id': 392, 'name': 'england'}, {'id': 497, 'name': 'shakespeare'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 9826, 'name': 'murder'}, {'id': 13084, 'name': 'king'}]"
11443,"[{'id': 10594, 'name': 'money'}, {'id': 11254, 'name': 'loss of virginity'}, {'id': 159640, 'name': 'hiding in a dumpster'}, {'id': 159643, 'name': 'mercy killing'}, {'id': 159660, 'name': 'armored truck'}, {'id': 159661, 'name': 'crushed by a car'}]"
35196,"[{'id': 931, 'name': 'jealousy'}, {'id': 1279, 'name': 'medicine'}, {'id': 2098, 'name': 'fountain'}, {'id': 6148, 'name': 'court'}, {'id': 10329, 'name': 'wealth'}, {'id': 44448, 'name': 'spaniel'}, {'id': 44449, 'name': 'gloves'}]"
9312,"[{'id': 779, 'name': 'martial arts'}, {'id': 1299, 'name': 'monster'}, {'id': 2041, 'name': 'island'}, {'id': 10292, 'name': 'gore'}, {'id': 10821, 'name': 'sorcerer'}, {'id': 12380, 'name': 'tournament'}, {'id': 14819, 'name': 'violence'}, {'id': 41645, 'name': 'based on video game'}, {'id': 188955, 'name': 'hand to hand combat'}]"
577,"[{'id': 596, 'name': 'adultery'}, {'id': 1442, 'name': 'winter'}, {'id': 1523, 'name': 'obsession'}, {'id': 2136, 'name': 'television'}, {'id': 6018, 'name': 'new hampshire'}, {'id': 208477, 'name': 'narcissistic personality disorder'}]"
11861,"[{'id': 1334, 'name': 'wedding vows'}, {'id': 1459, 'name': 'marriage proposal'}, {'id': 2587, 'name': 'married couple'}, {'id': 5773, 'name': 'monogamy'}, {'id': 5999, 'name': 'advice'}, {'id': 6038, 'name': 'marriage'}, {'id': 9470, 'name': 'quilt'}, {'id': 9673, 'name': 'love'}, {'id': 33694, 'name': 'family holiday'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 164039, 'name': 'grandmother'}, {'id': 187056, 'name': 'woman director'}]"
807,"[{'id': 476, 'name': 'self-fulfilling prophecy'}, {'id': 703, 'name': 'detective'}, {'id': 1470, 'name': 's.w.a.t.'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 3597, 'name': 'evisceration'}, {'id': 3857, 'name': 'lust and impulsiveness'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 3932, 'name': 'pride and vanity'}, {'id': 4138, 'name': 'immoderateness'}, {'id': 4142, 'name': 'insomnia'}, {'id': 5340, 'name': 'investigation'}, {'id': 6125, 'name': 'pension'}, {'id': 6149, 'name': 'police'}, {'id': 10714, 'name': 'serial killer'}]"
10530,"[{'id': 1463, 'name': 'culture clash'}, {'id': 3591, 'name': 'settler'}, {'id': 3691, 'name': 'forbidden love'}, {'id': 4090, 'name': 'colony'}, {'id': 4344, 'name': 'musical'}, {'id': 4542, 'name': 'gold rush'}, {'id': 7376, 'name': 'princess'}, {'id': 9840, 'name': 'romance'}, {'id': 10322, 'name': 'native american'}, {'id': 10336, 'name': 'animation'}, {'id': 160977, 'name': 'virginia'}, {'id': 165086, 'name': 'star crossed lovers'}, {'id': 173808, 'name': 'reference to pizarro'}, {'id': 173811, 'name': 'jamestown virginia'}, {'id': 173815, 'name': 'pug dog'}, {'id': 173823, 'name': 'cross cultural relationship'}, {'id': 173824, 'name': 'musket'}, {'id': 173825, 'name': 'animate tree'}, {'id': 180217, 'name': 'indian chief'}, {'id': 185343, 'name': 'based on myths or folklore'}, {'id': 207941, 'name': '17th century'}, {'id': 208426, 'name': 'shamanism'}, {'id': 225547, 'name': 'songs'}, {'id': 230456, 'name': 'indians vs. settlers'}, {'id': 234183, 'name': 'animal sidekick'}, {'id': 234184, 'name': 'powhatan'}, {'id': 234185, 'name': 'land claim'}]"
8391,"[{'id': 1992, 'name': 'professor'}, {'id': 158718, 'name': 'lgbt'}, {'id': 187056, 'name': 'woman director'}]"
629,"[{'id': 3703, 'name': 'law'}, {'id': 5493, 'name': 'relatives'}, {'id': 14604, 'name': 'theft'}, {'id': 15009, 'name': 'criminal'}, {'id': 18023, 'name': 'criminal mastermind'}, {'id': 18024, 'name': 'hungarian'}, {'id': 18027, 'name': 'sibling'}]"
117164,[]
11448,"[{'id': 549, 'name': 'prostitute'}, {'id': 2393, 'name': 'adoption'}, {'id': 4130, 'name': 'adoptive father'}, {'id': 5885, 'name': 'childlessness'}, {'id': 6230, 'name': 'looking for  birth parents'}, {'id': 8018, 'name': 'adoptive mother'}, {'id': 10183, 'name': 'independent film'}, {'id': 33625, 'name': 'illegal prostitution'}, {'id': 208349, 'name': 'child'}]"
49133,"[{'id': 10183, 'name': 'independent film'}]"
26441,"[{'id': 6075, 'name': 'sport'}, {'id': 9963, 'name': 'kids and family'}, {'id': 13042, 'name': 'soccer'}, {'id': 187056, 'name': 'woman director'}]"
97406,"[{'id': 567, 'name': 'alcohol'}, {'id': 2679, 'name': 'artist'}, {'id': 6027, 'name': 'music'}, {'id': 14964, 'name': 'drug'}, {'id': 33624, 'name': 'band'}]"
124057,[]
9089,"[{'id': 2672, 'name': 'baltimore'}, {'id': 4543, 'name': 'thanksgiving'}, {'id': 7629, 'name': 'family clan'}, {'id': 155294, 'name': 'family conflict'}, {'id': 171760, 'name': 'generations conflict'}, {'id': 187056, 'name': 'woman director'}]"
11010,"[{'id': 2041, 'name': 'island'}, {'id': 3344, 'name': 'letter'}, {'id': 4461, 'name': 'postman'}, {'id': 5420, 'name': 'fisherman'}, {'id': 5933, 'name': 'poet'}]"
99040,[]
11359,"[{'id': 1990, 'name': 'cupboard'}, {'id': 6186, 'name': 'games'}, {'id': 6300, 'name': 'puppet'}, {'id': 33465, 'name': 'parallel world'}, {'id': 187065, 'name': 'toy comes to life'}]"
17182,"[{'id': 570, 'name': 'rape'}, {'id': 1419, 'name': 'gun'}, {'id': 2801, 'name': 'self-defense'}, {'id': 204959, 'name': 'grieving parents'}]"
2054,"[{'id': 1233, 'name': 'composer'}, {'id': 1310, 'name': 'mentor'}, {'id': 1635, 'name': 'deaf-mute'}, {'id': 4344, 'name': 'musical'}, {'id': 4488, 'name': 'apprentice'}, {'id': 5289, 'name': 'private life'}, {'id': 6027, 'name': 'music'}, {'id': 158558, 'name': 'disabled'}]"
10607,"[{'id': 248, 'name': 'date'}, {'id': 398, 'name': 'slang'}, {'id': 898, 'name': 'hip-hop'}, {'id': 4438, 'name': 'cousin'}, {'id': 9755, 'name': 'parody'}, {'id': 10700, 'name': 'hood'}, {'id': 10726, 'name': 'gang'}, {'id': 11514, 'name': 'social satire'}, {'id': 12425, 'name': 'racism'}, {'id': 13142, 'name': 'gangster'}]"
19760,"[{'id': 2041, 'name': 'island'}, {'id': 5918, 'name': 'painting'}, {'id': 9727, 'name': 'thief'}, {'id': 167868, 'name': 'seasickness'}]"
9536,"[{'id': 4166, 'name': 'biotope'}, {'id': 4459, 'name': 'vegetarian'}, {'id': 6305, 'name': 'pollution'}]"
11525,"[{'id': 2157, 'name': 'hacker'}, {'id': 4563, 'name': 'virtual reality'}, {'id': 6104, 'name': 'computer'}, {'id': 9725, 'name': 'sword fight'}]"
40628,[]
4482,"[{'id': 128, 'name': 'love triangle'}, {'id': 2335, 'name': 'southern france'}, {'id': 2918, 'name': 'estate agent'}, {'id': 3190, 'name': 'menage a trois'}, {'id': 4580, 'name': 'van'}, {'id': 187056, 'name': 'woman director'}]"
10634,"[{'id': 897, 'name': 'rap music'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 4562, 'name': 'rapper'}, {'id': 8438, 'name': 'job'}]"
755,"[{'id': 246, 'name': 'dancing'}, {'id': 380, 'name': 'brother brother relationship'}, {'id': 459, 'name': 'sexual obsession'}, {'id': 797, 'name': 'showdown'}, {'id': 798, 'name': 'sheriff'}, {'id': 1664, 'name': 'eroticism'}, {'id': 2483, 'name': 'nudity'}, {'id': 2492, 'name': 'bank robber'}, {'id': 3133, 'name': 'vampire'}, {'id': 3649, 'name': 'holy water'}, {'id': 4063, 'name': 'siege'}, {'id': 6593, 'name': 'stripper'}, {'id': 10093, 'name': 'priest'}, {'id': 14601, 'name': 'explosion'}, {'id': 14687, 'name': 'extreme violence'}, {'id': 15363, 'name': 'bank robbery'}, {'id': 18072, 'name': 'preacher'}, {'id': 18233, 'name': 'hostage situation'}, {'id': 41380, 'name': 'crucifix'}, {'id': 163795, 'name': 'recreational vehicle'}, {'id': 167664, 'name': 'blood spurting'}, {'id': 168152, 'name': 'convenience store'}, {'id': 174878, 'name': 'female vampire'}, {'id': 188711, 'name': 'mexican american border'}, {'id': 191441, 'name': 'nightclub entertainer'}, {'id': 227811, 'name': 'boa constrictor'}]"
11859,"[{'id': 258, 'name': 'bomb'}, {'id': 416, 'name': 'miami'}, {'id': 572, 'name': 'sex'}, {'id': 703, 'name': 'detective'}, {'id': 772, 'name': 'handcuffs'}, {'id': 818, 'name': 'based on novel'}, {'id': 1562, 'name': 'hostage'}, {'id': 1812, 'name': 'fbi'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 2808, 'name': 'russian'}, {'id': 3278, 'name': 'kgb'}, {'id': 3713, 'name': 'chase'}, {'id': 4426, 'name': 'sadism'}, {'id': 4530, 'name': 'parking garage'}, {'id': 4735, 'name': 'pizza'}, {'id': 5430, 'name': 'police protection'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9714, 'name': 'remake'}, {'id': 9844, 'name': 'car crash'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 10562, 'name': 'on the run'}, {'id': 10718, 'name': 'fugitive'}, {'id': 10950, 'name': 'shootout'}, {'id': 12371, 'name': 'gunfight'}, {'id': 13125, 'name': 'sadist'}, {'id': 14967, 'name': 'foot chase'}, {'id': 15167, 'name': 'police detective'}, {'id': 15321, 'name': 'police station'}, {'id': 15483, 'name': 'car chase'}, {'id': 18320, 'name': 'held at gunpoint'}, {'id': 18525, 'name': 'fbi agent'}, {'id': 33456, 'name': 'double cross'}, {'id': 34117, 'name': 'cult film'}, {'id': 155555, 'name': 'computer hacker'}, {'id': 156650, 'name': 'machine gun'}, {'id': 156788, 'name': 'swat team'}, {'id': 156816, 'name': 'grenade launcher'}, {'id': 158247, 'name': 'underwater scene'}, {'id': 176802, 'name': 'rogue agent'}, {'id': 181145, 'name': 'woman lawyer'}, {'id': 188294, 'name': 'damsel in distress'}]"
28387,"[{'id': 3616, 'name': 'college'}]"
48750,"[{'id': 90, 'name': 'paris'}, {'id': 745, 'name': 'nun'}, {'id': 2792, 'name': 'boxer'}, {'id': 10909, 'name': 'lawyer'}, {'id': 11508, 'name': 'jewish'}]"
20927,"[{'id': 2778, 'name': 'florist'}, {'id': 10235, 'name': 'family relationships'}]"
36929,"[{'id': 10624, 'name': 'bully'}]"
9102,"[{'id': 312, 'name': 'man vs machine'}, {'id': 10158, 'name': 'alien planet'}, {'id': 15354, 'name': 'struggle for survival'}]"
124626,[]
27526,"[{'id': 6381, 'name': 'loss of daughter'}, {'id': 6440, 'name': 'hit-and-run driving '}, {'id': 9748, 'name': 'revenge'}, {'id': 9937, 'name': 'suspense'}, {'id': 10183, 'name': 'independent film'}, {'id': 10614, 'name': 'tragedy'}]"
9623,"[{'id': 1417, 'name': 'jurors'}, {'id': 1936, 'name': 'blackmail'}, {'id': 3012, 'name': 'court case'}, {'id': 5153, 'name': 'son'}, {'id': 11038, 'name': 'trial'}, {'id': 33519, 'name': 'courtroom'}]"
46785,"[{'id': 1357, 'name': 'fish'}, {'id': 10594, 'name': 'money'}, {'id': 33648, 'name': 'celebration'}, {'id': 40846, 'name': 'goldfish'}]"
400,"[{'id': 494, 'name': 'father son relationship'}, {'id': 801, 'name': 'bounty hunter'}, {'id': 1422, 'name': 'boat'}, {'id': 1587, 'name': 'way of life'}, {'id': 1909, 'name': 'coffin'}, {'id': 1977, 'name': 'denver'}, {'id': 2022, 'name': 'godmother'}, {'id': 2340, 'name': 'paranoia'}, {'id': 2708, 'name': 'hitman'}, {'id': 6054, 'name': 'friendship'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 10183, 'name': 'independent film'}, {'id': 10391, 'name': 'mafia'}, {'id': 10738, 'name': 'diner'}, {'id': 11221, 'name': 'blood'}, {'id': 13142, 'name': 'gangster'}, {'id': 14819, 'name': 'violence'}, {'id': 33625, 'name': 'illegal prostitution'}, {'id': 34094, 'name': 'extramarital affair'}]"
880,"[{'id': 236, 'name': 'suicide'}, {'id': 240, 'name': 'underdog'}, {'id': 460, 'name': 'free love'}, {'id': 490, 'name': 'philosophy'}, {'id': 570, 'name': 'rape'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 936, 'name': 'loss of mother'}, {'id': 1842, 'name': 'village life'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2383, 'name': 'feminism'}, {'id': 3154, 'name': 'indian summer '}, {'id': 3371, 'name': 'family history'}, {'id': 4129, 'name': 'widow'}, {'id': 4402, 'name': 'peasant'}, {'id': 5331, 'name': 'village'}, {'id': 6009, 'name': 'mathematics'}, {'id': 6089, 'name': 'freedom'}, {'id': 6145, 'name': 'right and justice'}, {'id': 9457, 'name': 'single'}, {'id': 10180, 'name': 'homosexuality'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 11925, 'name': 'domestic violence'}, {'id': 13160, 'name': 'university'}, {'id': 187056, 'name': 'woman director'}]"
146599,"[{'id': 6984, 'name': 'racial segregation'}, {'id': 10235, 'name': 'family relationships'}, {'id': 11004, 'name': 'rural setting'}, {'id': 12532, 'name': 'african american'}]"
188588,[]
8447,"[{'id': 4034, 'name': 'class society'}, {'id': 7579, 'name': 'rich woman - poor man'}, {'id': 14760, 'name': 'scientist'}, {'id': 182662, 'name': 'naturalist'}, {'id': 208526, 'name': 'insect'}]"
10534,"[{'id': 2082, 'name': 'sailing trip'}, {'id': 2913, 'name': 'diary'}, {'id': 3180, 'name': 'sailing'}, {'id': 10349, 'name': 'survival'}, {'id': 10683, 'name': 'coming of age'}, {'id': 18068, 'name': 'teenage boy'}, {'id': 46962, 'name': 'discipline'}, {'id': 167836, 'name': 'squall'}, {'id': 167837, 'name': 'sail'}, {'id': 167843, 'name': 'ship captain'}, {'id': 167861, 'name': 'caribbean'}, {'id': 167863, 'name': 'male bonding'}, {'id': 167868, 'name': 'seasickness'}, {'id': 168683, 'name': 'storm at sea'}, {'id': 208992, 'name': '1960s'}]"
