user_id,movie_id,rating
4,2105,4.0
4,2109,5.0
4,2110,3.0
4,2114,5.0
4,2115,5.0
4,2124,4.0
4,2140,5.0
4,2144,5.0
4,2161,5.0
4,2193,3.0
4,2263,3.0
4,2289,5.0
4,2348,4.0
4,2371,4.0
4,2616,1.0
4,2640,5.0
4,2770,1.0
4,2788,5.0
4,3016,3.0
4,3034,5.0
4,3040,5.0
4,3060,5.0
4,3101,4.0
5,104,4.0
5,141,4.0
5,150,4.0
5,277,4.5
5,344,3.5
5,364,4.0
5,377,4.0
5,500,4.5
5,586,4.0
5,595,4.0
5,597,5.0
5,788,3.5
5,858,2.5
5,903,3.5
5,919,4.0
5,1380,5.0
5,1485,4.5
5,1682,4.0
5,1777,4.0
5,1923,4.5
5,1968,4.0
5,1997,3.5
5,2023,1.5
5,2294,4.0
5,2502,3.5
5,2762,3.5
5,2770,3.5
5,3114,3.5
5,3176,3.5
5,4025,4.5
5,4995,4.5
5,6373,4.0
5,30707,4.5
5,30793,3.5
5,41569,4.0
5,48385,4.5
6,111,4.0
6,158,2.0
6,173,2.0
6,293,5.0
6,596,4.0
6,903,4.0
6,1358,2.0
6,1639,2.0
6,1687,2.0
6,1909,3.0
6,2019,4.0
6,2502,3.5
6,2528,3.0
6,2657,2.0
6,2761,4.5
6,3114,4.0
6,4975,1.5
6,7090,3.0
6,8874,4.5
7,21,3.0
7,104,3.0
7,110,5.0
7,112,4.0
7,141,4.0
7,198,2.0
7,207,3.0
7,260,5.0
7,316,2.0
7,318,5.0
7,329,3.0
7,333,3.0
7,345,3.0
7,364,3.0
7,377,3.0
7,380,4.0
7,480,4.0
7,500,3.0
7,539,3.0
7,541,4.0
7,551,4.0
7,590,4.0
7,592,3.0
7,594,4.0
7,595,3.0
7,671,4.0
7,708,3.0
7,745,5.0
7,780,3.0
7,786,2.0
7,924,4.0
7,1073,3.0
7,1278,3.0
7,1371,3.0
7,1373,2.0
7,1374,4.0
7,1375,3.0
7,1376,3.0
7,1394,3.0
7,1405,5.0
7,1408,1.0
8,110,4.0
8,260,3.5
8,296,4.0
8,318,5.0
8,524,2.0
8,527,5.0
8,543,5.0
8,593,4.5
8,628,4.0
8,805,3.5
8,858,5.0
8,1358,0.5
8,1552,3.0
8,1777,5.0
8,2028,4.0
8,2100,3.0
8,2302,4.5
8,2502,5.0
8,2762,4.5
8,2770,2.5
8,2841,3.0
8,4011,4.5
8,4886,3.5
8,4896,3.5
8,4973,4.0
8,4993,3.5
8,4995,3.5
8,8873,4.0
8,8874,3.0
8,44004,3.0
9,26,3.0
9,318,4.0
9,497,4.0
9,527,5.0
9,593,4.0
9,608,5.0
9,1059,5.0
9,1358,4.0
9,1411,3.0
9,1541,2.0
9,1584,4.0
9,1680,4.0
9,1682,5.0
9,2028,4.0
9,2140,4.0
9,2291,4.0
9,2294,2.0
9,2302,4.0
9,2501,4.0
9,2539,2.0
9,2762,4.0
10,152,4.0
10,318,4.0
10,344,3.0
10,345,4.0
10,592,3.0
10,1089,3.0
10,1358,5.0
10,1499,3.0
10,1719,5.0
10,1923,5.0
10,2108,3.0
10,2539,4.0
10,2841,4.0
10,2907,2.0
10,2926,5.0
10,3019,4.0
11,70,1.0
11,169,3.0
11,296,5.0
11,778,4.5
11,923,5.0
11,1408,5.0
11,1918,3.0
11,2042,3.5
11,2762,3.0
12,253,3.0
12,608,2.0
12,673,1.0
12,1374,1.0
12,1639,2.0
12,2259,2.0
12,2460,4.0
12,2668,2.0
12,3176,3.0
12,3179,2.0
12,3780,2.0
13,110,4.0
13,277,4.0
13,296,3.5
13,318,4.5
13,480,3.0
13,524,3.5
13,527,4.0
13,531,4.0
13,587,3.0
13,590,4.0
13,914,4.0
13,919,3.5
13,1918,3.0
13,2761,4.0
13,2762,3.0
13,3114,3.0
13,3396,3.5
13,4886,3.5
13,4993,4.5
14,594,1.0
14,2038,3.0
14,3114,4.0
14,3175,5.0
15,2,2.0
15,5,4.5
15,6,4.0
15,11,2.5
15,14,2.5
15,16,3.5
15,19,1.0
15,21,4.5
15,22,2.5
15,62,2.0
15,70,0.5
15,95,1.5
15,101,4.0
15,104,1.0
15,107,2.0
15,110,3.0
15,111,5.0
15,112,2.5
15,123,4.0
15,145,3.5
15,149,5.0
15,150,3.0
15,153,1.0
15,157,2.0
15,161,3.0
15,162,4.0
15,163,2.0
15,164,4.0
15,165,3.0
15,170,2.5
15,172,1.0
15,175,4.0
15,176,4.0
15,180,3.0
15,185,2.0
15,193,1.0
15,196,2.0
15,198,1.5
15,216,1.0
15,223,4.0
15,225,1.0
15,232,4.0
15,233,4.0
15,235,4.0
15,237,3.5
15,246,5.0
15,247,2.0
15,252,2.0
15,253,2.0
15,260,5.0
15,265,1.0
15,288,2.0
15,293,5.0
15,296,5.0
15,306,5.0
15,307,4.0
15,316,3.0
15,318,2.0
15,322,2.5
15,329,1.5
15,335,2.0
15,339,2.5
15,342,3.0
15,344,2.0
15,364,4.0
15,377,4.0
15,380,4.0
15,429,1.0
15,431,4.0
15,435,1.0
15,441,4.0
15,454,3.0
15,466,2.5
15,480,3.0
15,483,1.0
15,494,4.0
15,500,3.0
15,508,1.5
15,509,2.0
15,524,2.5
15,527,4.0
15,535,3.0
15,539,2.0
15,540,1.5
15,541,5.0
15,543,3.0
15,549,5.0
15,551,2.0
15,562,3.0
15,574,3.0
15,586,2.0
15,587,1.0
15,590,3.0
15,592,4.0
15,593,5.0
15,594,2.5
15,597,2.5
15,608,5.0
15,628,2.5
15,648,4.0
15,665,3.0
15,680,2.0
15,708,3.0
15,745,3.0
15,750,4.0
15,762,2.0
15,778,4.0
15,780,2.5
15,784,2.5
15,786,0.5
15,788,1.5
15,800,5.0
15,802,1.0
15,803,4.5
15,804,3.5
15,832,1.0
15,851,4.0
15,858,5.0
15,866,4.0
15,899,5.0
15,903,5.0
15,909,4.0
15,910,2.5
15,911,4.0
15,912,5.0
15,913,4.0
15,914,1.5
15,916,1.0
15,919,3.0
15,922,1.0
15,923,5.0
15,924,5.0
15,926,3.0
15,931,1.0
15,994,4.0
15,1059,1.5
15,1073,3.0
15,1088,2.0
15,1089,4.0
15,1092,2.5
15,1093,2.0
15,1213,3.0
15,1280,3.0
15,1281,1.0
15,1283,3.0
15,1358,1.0
15,1370,3.0
15,1377,3.0
15,1380,2.5
15,1391,0.5
15,1394,4.0
15,1396,4.0
15,1405,3.0
15,1483,3.0
15,1484,3.0
15,1485,3.0
15,1552,1.5
15,1573,4.0
15,1580,4.0
15,1584,4.0
15,1589,2.0
15,1597,2.0
15,1610,3.0
15,1639,4.0
15,1644,1.5
15,1645,3.0
15,1649,2.0
15,1653,3.0
15,1680,3.0
15,1682,2.0
15,1689,4.5
15,1694,3.0
15,1719,4.0
15,1722,3.5
15,1777,2.0
15,1779,1.0
15,1792,3.0
15,1807,1.5
15,1816,2.5
15,1831,2.0
15,1834,3.5
15,1836,2.0
15,1859,5.0
15,1882,1.5
15,1883,4.0
15,1909,2.0
15,1921,4.0
15,1923,4.5
15,1945,4.0
15,1954,3.0
15,1955,4.5
15,1956,4.0
15,1968,4.0
15,1994,2.5
15,1997,5.0
15,2000,3.0
15,2003,3.0
15,2005,4.0
15,2006,4.0
15,2018,2.0
15,2019,4.5
15,2020,2.5
15,2028,3.0
15,2054,2.0
15,2058,2.5
15,2064,4.5
15,2100,2.0
15,2105,4.0
15,2108,4.5
15,2115,4.0
15,2124,2.0
15,2133,3.5
15,2134,3.5
15,2140,3.0
15,2160,3.0
15,2161,3.0
15,2288,3.0
15,2289,4.0
15,2291,3.0
15,2294,2.0
15,2302,3.5
15,2321,3.5
15,2334,3.0
15,2360,2.0
15,2371,3.5
15,2428,1.0
15,2501,3.0
15,2502,5.0
15,2528,2.0
15,2539,2.5
15,2575,3.0
15,2605,1.0
15,2617,1.0
15,2640,4.0
15,2657,2.0
15,2671,4.0
15,2722,2.0
15,2759,1.0
15,2761,2.0
15,2762,1.0
15,2769,2.0
15,2770,4.0
15,2841,2.0
15,2912,4.0
15,2925,4.0
15,2990,3.5
15,3010,4.0
15,3019,3.0
15,3033,4.0
15,3060,4.0
15,3077,3.0
15,3082,3.0
15,3083,5.0
15,3089,3.0
15,3101,4.0
15,3114,1.0
15,3134,1.0
15,3173,2.5
15,3175,4.0
15,3176,2.0
15,3418,1.0
15,3484,0.5
15,3512,3.0
15,3536,4.0
15,3543,2.0
15,3577,3.5
15,3598,3.0
15,3635,3.5
15,3763,2.0
15,3981,1.0
15,3989,3.0
15,4011,1.0
15,4025,1.0
15,4232,3.0
15,4235,4.0
15,4247,1.0
15,4271,4.0
15,4380,2.0
15,4639,1.0
15,4816,3.0
15,4823,2.5
15,4886,5.0
15,4896,1.0
15,4958,1.0
15,4973,2.0
15,4974,2.0
15,4975,1.0
15,4993,5.0
15,4995,1.0
15,5000,3.5
15,5071,5.0
15,5279,0.5
15,5458,1.0
15,5481,2.0
15,5528,1.0
15,5618,1.5
15,5902,4.0
15,5968,3.0
15,5991,1.0
15,6003,1.5
15,6016,2.0
15,6037,3.0
15,6283,1.0
15,6373,2.0
15,6440,3.5
15,6552,1.5
15,6593,1.0
15,6620,1.5
15,6947,1.0
15,6961,2.5
15,6978,2.5
15,7008,3.5
15,7090,3.0
15,7348,2.0
15,7451,3.5
15,8011,2.0
15,8665,3.5
15,8874,2.5
15,8914,4.5
15,8961,2.0
15,8970,2.0
15,8974,2.5
15,8984,2.0
15,30707,1.5
15,31685,0.5
15,31696,3.5
15,40815,1.5
15,44004,1.0
15,45186,2.5
15,46976,3.5
15,48385,4.0
15,69526,3.0
15,134368,4.5
16,318,4.0
16,337,4.0
16,527,4.0
16,750,4.0
16,1653,5.0
16,2539,4.0
16,4823,4.0
16,4995,4.5
16,6016,4.0
17,6,4.5
17,111,5.0
17,170,4.0
17,172,3.5
17,185,3.0
17,194,4.0
17,198,5.0
17,223,2.5
17,235,5.0
17,247,2.0
17,260,3.5
17,288,2.0
17,293,4.0
17,296,5.0
17,307,3.5
17,318,5.0
17,348,3.5
17,377,0.5
17,431,4.5
17,480,0.5
17,482,0.5
17,492,5.0
17,527,4.0
17,541,5.0
17,590,3.0
17,593,4.5
17,608,3.5
17,680,4.5
17,714,4.5
17,778,4.5
17,858,5.0
17,866,4.5
17,903,5.0
17,910,3.5
17,912,4.5
17,913,5.0
17,922,5.0
17,923,4.5
17,924,4.5
17,928,4.5
17,931,4.5
17,942,3.5
17,965,3.5
17,1089,5.0
17,1092,4.0
17,1213,5.0
17,1245,4.0
17,1396,3.0
17,1411,5.0
17,1580,2.5
17,1597,2.5
17,1627,4.0
17,1645,3.5
17,1653,5.0
17,1809,3.0
17,1834,4.5
17,1884,5.0
17,1921,5.0
17,1923,3.0
17,1997,4.0
17,2021,3.5
17,2023,4.0
17,2028,3.5
17,2067,4.5
17,2110,3.5
17,2118,4.0
17,2160,4.5
17,2502,1.0
17,2539,2.5
17,2657,3.0
17,2762,4.5
17,2892,3.5
17,3134,5.0
17,3598,4.0
17,4437,5.0
17,4552,4.0
17,4886,3.5
17,4896,0.5
17,4973,4.5
17,4975,4.0
17,4993,4.5
17,4995,3.0
17,5062,5.0
17,5137,4.5
17,5608,4.5
17,6016,5.0
17,6643,4.5
17,7090,4.0
17,8195,3.0
17,8665,3.5
17,8690,3.0
17,8874,3.5
17,8914,4.5
17,8973,3.5
17,8983,2.5
17,27834,4.5
17,31952,4.5
18,5,3.0
18,6,4.0
18,14,2.0
18,18,3.0
18,62,4.0
18,76,3.0
18,79,2.0
18,81,3.0
18,85,4.0
18,95,3.0
18,100,4.0
18,140,3.0
18,141,4.0
18,260,3.0
18,494,3.0
18,608,4.0
18,628,4.0
18,640,3.0
18,648,3.0
18,653,4.0
18,707,3.0
18,708,4.0
18,762,1.0
18,765,2.0
18,780,3.0
18,786,4.0
18,788,3.0
18,802,4.0
18,805,4.0
18,818,3.0
18,832,3.0
18,849,4.0
18,880,1.0
19,2,3.0
19,6,3.0
19,11,3.0
19,14,5.0
19,16,5.0
19,21,3.0
19,22,3.0
19,63,3.0
19,64,2.0
19,70,4.0
19,89,3.0
19,95,3.0
19,97,4.0
19,101,3.0
19,105,3.0
19,110,3.0
19,111,5.0
19,112,3.0
19,122,3.0
19,141,3.0
19,145,4.0
19,150,3.0
19,153,3.0
19,154,4.0
19,159,4.0
19,162,5.0
19,165,3.0
19,166,2.0
19,172,1.0
19,176,4.0
19,177,2.0
19,179,2.0
19,180,3.0
19,194,4.0
19,196,3.0
19,198,3.0
19,223,4.0
19,229,4.0
19,235,3.0
19,246,4.0
19,247,4.0
19,249,3.0
19,253,3.0
19,260,4.0
19,261,4.0
19,262,5.0
19,266,1.0
19,269,3.0
19,281,3.0
19,288,5.0
19,293,4.0
19,296,5.0
19,306,5.0
19,307,5.0
19,316,3.0
19,318,4.0
19,329,3.0
19,332,3.0
19,333,3.0
19,334,4.0
19,337,3.0
19,339,4.0
19,344,3.0
19,345,3.0
19,346,3.0
19,348,4.0
19,364,3.0
19,377,3.0
19,379,3.0
19,380,3.0
19,423,3.0
19,429,4.0
19,431,4.0
19,441,3.0
19,451,3.0
19,454,3.0
19,464,4.0
19,465,5.0
19,468,4.0
19,475,3.0
19,479,2.0
19,480,4.0
19,482,2.0
19,493,4.0
19,494,3.0
19,500,3.0
19,504,3.0
19,507,3.0
19,508,3.0
19,509,4.0
19,513,1.0
19,522,3.0
19,527,4.0
19,531,5.0
19,535,4.0
19,541,4.0
19,547,4.0
19,550,3.0
19,551,4.0
19,562,3.0
19,580,1.0
19,586,3.0
19,590,3.0
19,592,4.0
19,593,3.0
19,594,4.0
19,595,5.0
19,596,5.0
19,597,3.0
19,599,4.0
19,608,5.0
19,628,3.0
19,648,3.0
19,653,3.0
19,661,4.0
19,662,3.0
19,703,3.0
19,750,5.0
19,780,3.0
19,784,3.0
19,786,3.0
19,788,3.0
19,800,3.0
19,802,3.0
19,805,3.0
19,858,5.0
19,880,2.0
19,891,3.0
19,898,5.0
19,902,3.0
19,903,4.0
19,911,5.0
19,912,3.0
19,913,5.0
19,914,3.0
19,916,5.0
19,923,5.0
19,924,4.0
19,928,5.0
19,929,4.0
19,931,3.0
19,940,4.0
19,951,5.0
19,954,4.0
19,955,4.0
19,965,4.0
19,966,4.0
19,968,5.0
19,982,4.0
19,1073,4.0
19,1088,3.0
19,1089,4.0
19,1090,4.0
19,1091,3.0
19,1092,1.0
19,1093,3.0
19,1103,4.0
19,1126,3.0
19,1213,5.0
19,1278,4.0
19,1282,4.0
19,1283,4.0
19,1370,4.0
19,1371,4.0
19,1373,3.0
19,1374,3.0
19,1375,4.0
19,1376,3.0
19,1377,3.0
19,1380,3.0
19,1389,1.0
19,1391,2.0
19,1394,5.0
19,1396,3.0
19,1405,3.0
19,1408,3.0
19,2019,3.0
19,4970,4.0
20,107,3.5
20,110,2.0
20,150,3.0
20,153,4.0
20,207,2.5
20,260,1.5
20,296,0.5
20,316,3.5
20,318,4.5
20,344,1.0
20,364,3.5
20,380,4.0
20,480,3.0
20,497,5.0
20,500,3.0
20,527,2.5
20,590,2.0
20,592,4.0
20,593,0.5
20,595,4.0
20,597,4.0
20,608,2.0
20,671,4.0
20,745,5.0
20,750,4.0
20,780,5.0
20,858,2.0
20,905,3.5
20,912,2.0
20,1103,4.0
20,1580,5.0
20,1680,5.0
20,1907,4.0
20,2690,5.0
20,2762,3.5
20,4993,4.0
20,5618,3.5
20,8970,2.5
21,21,3.0
21,95,3.0
21,112,4.0
21,196,3.0
21,260,3.0
21,266,3.0
21,273,3.0
21,288,3.0
21,296,3.0
21,316,3.0
21,329,3.0
21,333,3.0
21,344,3.0
21,377,4.0
21,379,3.0
21,380,3.0
21,393,3.0
21,466,3.0
21,480,3.0
21,509,4.0
21,527,5.0
21,541,3.0
21,543,3.0
21,551,3.0
21,553,3.0
21,586,3.0
21,590,4.0
21,592,3.0
21,593,4.0
21,594,3.0
21,595,3.0
21,597,3.0
21,648,3.0
21,750,5.0
21,780,3.0
21,849,3.0
21,858,4.0
21,899,3.0
21,910,3.0
21,912,5.0
21,913,4.0
21,914,5.0
21,918,4.0
21,919,4.0
21,923,5.0
21,924,4.0
21,948,3.0
21,954,4.0
21,1088,2.0
21,1089,3.0
21,1090,4.0
21,1091,3.0
21,1103,3.0
21,1281,4.0
21,1282,3.0
21,1283,4.0
21,1370,3.0
21,1371,3.0
21,1373,3.0
21,1374,4.0
21,1375,3.0
21,1376,3.0
21,1380,3.0
21,1394,4.0
22,70,3.0
22,153,3.0
22,158,1.0
22,163,4.5
22,173,1.5
22,235,2.0
22,253,4.5
22,260,4.0
22,267,2.0
22,296,5.0
22,315,3.0
22,480,4.5
22,541,4.5
22,551,5.0
22,552,3.0
22,586,1.0
22,592,4.5
22,593,4.5
22,648,5.0
22,784,1.5
22,858,4.0
22,1089,4.0
22,1371,2.0
22,1374,3.5
22,1375,4.0
22,1376,4.0
22,1377,4.0
22,1391,3.5
22,1580,4.0
22,1641,2.0
22,1645,2.5
22,1682,2.5
22,1722,3.5
22,1884,4.5
22,1909,3.0
22,1923,2.5
22,1997,3.0
22,2006,2.5
22,2023,3.5
22,2115,3.5
22,2288,4.0
22,2291,4.5
22,2502,1.5
22,2605,2.0
22,2616,2.5
22,2617,2.5
22,2657,2.0
22,2762,4.0
22,2990,3.0
22,3033,4.0
22,3082,3.5
22,3176,2.5
22,4011,4.5
22,4105,4.0
22,4886,4.0
22,4896,3.5
22,4975,4.5
22,4993,5.0
22,6373,2.0
22,7454,3.0
22,8961,3.5
22,30793,4.0
22,31696,4.0
23,6,3.5
23,11,3.5
23,16,4.0
23,19,2.0
23,20,1.5
23,24,3.5
23,62,4.0
23,89,4.0
23,104,3.5
23,110,3.5
23,111,5.0
23,150,3.5
23,153,3.0
23,154,4.0
23,172,2.5
23,185,3.5
23,224,4.0
23,235,4.0
23,236,4.5
23,246,4.5
23,247,4.0
23,252,4.0
23,253,3.5
23,260,4.5
23,262,4.0
23,265,3.5
23,293,4.0
23,296,4.5
23,306,3.5
23,307,2.5
23,316,3.5
23,318,5.0
23,319,4.5
23,337,4.5
23,344,2.0
23,345,4.0
23,380,4.0
23,425,3.5
23,431,3.5
23,465,3.5
23,480,3.5
23,492,4.5
23,497,4.5
23,508,4.5
23,509,4.5
23,527,3.5
23,532,3.5
23,535,4.5
23,539,2.5
23,541,3.0
23,586,3.5
23,590,2.5
23,592,3.5
23,593,4.5
23,595,4.5
23,597,3.0
23,605,4.0
23,608,4.5
23,648,4.5
23,653,2.5
23,668,4.5
23,670,4.5
23,745,4.5
23,750,4.5
23,778,4.5
23,780,3.5
23,788,2.0
23,802,3.5
23,805,3.5
23,841,4.0
23,858,5.0
23,898,4.5
23,899,4.5
23,900,2.5
23,903,3.5
23,905,4.0
23,909,3.5
23,910,4.5
23,911,4.0
23,912,5.0
23,913,4.0
23,914,3.0
23,922,4.5
23,923,5.0
23,924,3.5
23,926,4.0
23,928,4.5
23,931,4.5
23,942,4.0
23,948,3.5
23,949,3.5
23,954,5.0
23,955,3.5
23,965,3.5
23,1059,4.5
23,1089,3.5
23,1090,4.0
23,1103,4.5
23,1213,5.0
23,1277,3.5
23,1280,5.0
23,1281,3.0
23,1377,2.5
23,1380,2.5
23,1391,3.5
23,1394,4.0
23,1408,3.5
23,1411,3.5
23,1499,1.5
23,1552,3.0
23,1580,3.5
23,1584,4.0
23,1682,5.0
23,1722,3.0
23,1792,3.5
23,1835,3.5
23,1873,3.0
23,1900,3.5
23,1907,3.5
23,1927,3.0
23,1941,3.5
23,1944,4.0
23,1945,4.5
23,1946,4.0
23,1954,3.0
23,1955,4.0
23,1956,1.0
23,1957,3.5
23,1958,3.5
23,1959,2.5
23,1997,3.5
23,2019,4.0
23,2022,4.0
23,2023,3.0
23,2028,4.0
23,2067,2.5
23,2115,4.0
23,2176,5.0
23,2289,4.0
23,2291,4.0
23,2321,5.0
23,2334,2.5
23,2360,3.5
23,2501,4.0
23,2502,4.0
23,2539,2.0
23,2575,3.0
23,2617,3.5
23,2640,4.5
23,2657,3.0
23,2721,3.5
23,2731,5.0
23,2762,4.0
23,3019,3.5
23,3053,2.0
23,3082,2.5
23,3083,5.0
23,3088,2.5
23,3089,4.5
23,3114,3.5
23,3176,5.0
23,3681,3.5
23,3989,4.0
23,4011,4.5
23,4235,4.0
23,4267,4.0
23,4816,3.0
23,4823,4.0
23,4886,3.5
23,4896,3.5
23,4967,5.0
23,4973,5.0
23,4975,2.0
23,4978,4.5
23,4993,4.0
23,4995,4.5
23,5470,3.0
23,5618,3.5
23,5902,5.0
23,5971,4.5
23,5991,2.5
23,6016,5.0
23,6404,3.5
23,6415,1.5
23,6440,3.5
23,6552,3.5
23,6620,3.5
23,6643,4.5
23,6947,2.5
23,7008,1.5
23,7090,4.5
23,8195,3.0
23,8656,2.5
23,8873,4.5
23,8970,4.5
23,8973,4.0
23,8984,3.0
23,30707,3.5
23,30793,3.5
23,34326,4.0
23,39231,4.0
23,40815,3.0
23,41569,2.0
23,42418,3.5
23,45186,3.5
23,48385,3.5
24,6,5.0
24,81,4.0
24,95,3.0
24,150,3.0
24,165,4.0
24,296,5.0
24,316,3.0
24,380,4.0
24,590,4.0
24,592,3.0
24,648,4.0
24,780,4.0
24,786,4.0
25,78,3.0
25,104,4.0
25,260,4.0
25,494,3.0
25,608,3.0
25,653,2.0
25,707,3.0
25,778,4.0
25,780,4.0
25,784,3.0
25,786,3.0
25,788,2.0
25,802,5.0
25,832,3.0
25,842,2.0
25,1073,5.0
25,1358,5.0
25,1391,2.0
25,1405,3.0
25,1483,3.0
26,63,0.5
26,153,3.5
26,165,2.5
26,260,3.0
26,296,3.5
26,316,0.5
26,318,4.0
26,344,0.5
26,377,3.0
26,380,3.0
26,480,2.5
26,500,1.0
26,593,3.5
26,608,3.5
26,648,2.5
26,778,4.5
26,780,3.5
26,858,4.0
26,1089,3.5
26,1405,1.5
26,1580,3.5
26,1653,3.5
26,1687,3.5
26,1831,3.0
26,1884,4.0
26,2028,3.0
26,3114,4.5
26,4011,5.0
26,4973,3.5
26,4995,3.0
26,5608,4.0
26,6016,5.0
26,8665,4.0
26,8874,1.5
26,8961,4.0
26,46976,4.0
26,59387,3.0
27,73,5.0
27,111,4.0
27,296,4.0
27,527,5.0
27,593,4.0
27,1213,4.0
27,1584,4.0
27,1610,4.0
27,1639,4.0
27,1892,4.0
27,2501,4.0
27,2502,4.0
27,2762,5.0
28,21,5.0
28,110,4.0
28,345,5.0
28,898,5.0
28,899,5.0
28,902,5.0
28,903,3.0
28,909,4.0
28,913,4.0
28,924,4.0
28,926,5.0
28,1059,5.0
28,1366,5.0
28,1610,4.0
28,1831,1.0
28,1883,4.0
28,1945,5.0
28,1956,4.0
28,2019,2.0
28,2028,3.0
28,2109,5.0
28,2202,5.0
28,2291,4.0
28,2300,4.0
28,2470,4.0
28,2662,4.0
29,778,5.0
30,2,2.0
30,6,4.0
30,11,4.0
30,14,4.0
30,16,5.0
30,18,2.0
30,21,5.0
30,70,4.0
30,78,2.0
30,100,4.0
30,110,5.0
30,111,4.0
30,118,3.0
30,141,4.0
30,150,5.0
30,158,3.0
30,161,5.0
30,162,1.0
30,165,4.0
30,170,4.0
30,196,2.0
30,203,3.0
30,224,4.0
30,227,2.0
30,228,2.0
30,235,4.0
30,253,4.0
30,260,4.0
30,261,4.0
30,281,4.0
30,288,1.0
30,296,5.0
30,318,5.0
30,337,5.0
30,344,2.0
30,348,5.0
30,364,3.0
30,377,4.0
30,380,4.0
30,424,4.0
30,425,4.0
30,426,2.0
30,451,4.0
30,454,5.0
30,480,4.0
30,492,4.0
30,500,4.0
30,507,4.0
30,508,5.0
30,509,5.0
30,527,5.0
30,531,3.0
30,532,2.0
30,535,4.0
30,539,3.0
30,540,4.0
30,541,4.0
30,553,4.0
30,581,3.0
30,586,4.0
30,587,2.0
30,590,5.0
30,592,4.0
30,593,4.0
30,594,3.0
30,595,5.0
30,596,4.0
30,597,4.0
30,608,5.0
30,628,5.0
30,640,3.0
30,661,2.0
30,707,3.0
30,750,3.0
30,762,3.0
30,765,3.0
30,780,4.0
30,782,3.0
30,800,4.0
30,805,5.0
30,832,4.0
30,858,5.0
30,869,2.0
30,898,5.0
30,899,4.0
30,903,4.0
30,912,5.0
30,913,5.0
30,914,4.0
30,919,4.0
30,922,5.0
30,923,5.0
30,924,4.0
30,928,5.0
30,947,4.0
30,954,4.0
30,996,3.0
30,1018,3.0
30,1073,3.0
30,1088,4.0
30,1089,5.0
30,1090,4.0
30,1091,1.0
30,1092,4.0
30,1093,1.0
30,1114,3.0
30,1126,2.0
30,1213,5.0
30,1245,4.0
30,1277,5.0
30,1278,3.0
30,1283,4.0
30,1358,5.0
30,1366,5.0
30,1370,4.0
30,1377,3.0
30,1380,4.0
30,1394,5.0
30,1396,4.0
30,1485,4.0
30,1552,4.0
30,1580,4.0
30,1584,5.0
30,1588,2.0
30,1589,3.0
30,1598,4.0
30,1610,5.0
30,1624,4.0
30,1645,5.0
30,1672,4.0
30,1682,5.0
30,1694,5.0
30,1701,4.0
30,1783,4.0
30,1791,4.0
30,1834,4.0
30,1873,5.0
30,1882,2.0
30,1884,1.0
30,1892,5.0
30,1923,4.0
30,1945,4.0
30,1954,5.0
30,1955,4.0
30,1956,4.0
30,1957,4.0
30,1958,3.0
30,1965,4.0
30,1968,4.0
30,1994,4.0
30,1997,5.0
30,2000,4.0
30,2003,3.0
30,2023,5.0
30,2024,1.0
30,2028,5.0
30,2054,1.0
30,2064,4.0
30,2088,3.0
30,2094,4.0
30,2105,2.0
30,2108,4.0
30,2109,3.0
30,2112,3.0
30,2114,4.0
