movie_id,pc_id
12160,13040
12160,24217
40480,9195
40480,21857
52038,288
52038,2630
52038,11358
29444,37
29444,1382
26352,175
26352,915
39953,3923
39953,25583
315,170
18242,6215
18242,6216
18242,6217
11667,33
11667,7220
32502,278
32502,11061
32502,31080
32502,33419
28732,285
28732,826
28732,16835
75555,14280
75555,37300
42981,2
42981,90509
278939,888
291731,38179
291731,38289
203119,3268
203119,38276
8011,2662
8011,22240
8011,25129
8011,30655
2654,12
18069,12
19092,12
2758,4
2758,41
2758,258
38129,21222
10436,5
13595,306
13595,1595
13595,3929
46094,915
46094,1382
46094,10201
46094,12883
46094,82606
46094,82607
9409,9195
11853,306
11853,89311
16771,8
16771,97
16771,16737
46924,6194
46924,7049
46924,58750
46924,79560
46924,79561
11041,306
306,4
306,30
14522,6194
26203,12
178,2231
178,8411
19819,4
57834,14150
57834,18070
4722,6194
4722,10098
4722,10099
18215,70969
1607,7429
1607,11308
26391,9195
117553,5
117553,1350
6075,33
6075,1988
6075,11393
11310,5
11310,97
18658,8411
9350,559
9350,5358
9350,14723
9350,23246
9350,45728
9350,45729
9612,4
2124,915
2124,1504
26261,559
19176,23
19176,33
49299,8411
49299,36863
49299,36864
49299,36865
49299,68062
11566,5739
11566,6194
11566,8816
9571,37
9571,6556
9571,10932
9739,1885
9739,6194
34444,8
26141,8411
10997,708
10997,2269
10997,36863
50463,41
50463,365
10443,705
10443,6194
16297,705
16297,6194
18551,4
18551,705
18551,19534
25440,8
9024,13
9024,23
37233,4
37233,932
37233,1302
1634,104
1634,508
1634,644
1634,6194
1634,23397
13815,14
5503,6194
35588,5
2087,33
2087,1644
41579,8411
18620,1422
18620,8888
18620,89521
18620,89522
18620,89523
41006,37
4916,915
2019,33
2019,467
2019,11462
31642,508
31642,6194
9255,306
9255,11751
26271,272
26271,1930
26271,10348
10612,14
10612,983
2259,118
2259,705
2259,850
2259,10598
2259,13096
2259,33027
11934,1382
11934,1885
11934,6194
11934,10163
11934,23873
106143,18
106143,441
12475,915
9386,97
9386,441
7984,33
7984,2307
59930,9195
15765,9195
31643,4
31643,11407
6,33
6,1644
6,4248
329,33
329,56
10909,278
10909,3589
507,285
34024,37
29918,4
9593,441
9593,55528
42580,9195
22317,11308
1413,360
1413,6194
12121,508
12121,6194
2246,5
2246,12
2246,97
2246,1023
10502,4564
10502,6194
10440,559
9516,12
2320,1885
2320,6194
5879,6116
5879,13139
5879,14668
83718,8888
83718,10565
11971,3102
11971,8827
2625,559
2625,1177
31911,6194
31911,8888
31911,16827
788,306
788,10230
21450,10100
21450,10932
11231,441
41588,508
41588,644
41588,4198
41588,6194
41588,10104
10447,441
10447,1280
10447,1755
10447,4972
31586,5
31586,12
31586,97
9300,11912
9300,27593
9300,36765
9559,171
9559,6194
9800,559
9800,1274
713,418
713,5186
713,7832
713,14089
8291,5
18133,9195
25557,915
22588,33
10872,9195
10872,10288
1245,5
1245,2370
11858,1504
11858,9195
7007,306
7007,8780
10467,5
10467,10157
5550,41
8005,9
8005,306
8005,5612
2088,10163
2088,31080
2088,36907
10412,5186
10412,11840
10412,39712
10412,50619
47889,75712
47889,75713
14534,559
56583,14374
56583,36789
56583,36790
41878,249
41878,16366
424,33
424,56
35233,306
35233,28822
14291,932
103413,508
103413,644
103413,6194
103413,37265
11236,70
11236,6194
11592,11308
11592,17411
8850,33
10445,5553
10445,11308
695,8
695,272
695,408
43535,9195
12519,14
12519,25158
12519,25159
12519,25160
23210,8411
23210,10104
23210,36889
858,559
867,4
867,94856
78,5798
78,6194
78,7965
13203,915
10442,559
11074,5848
11074,6386
9607,915
9607,1504
9607,1755
9607,5888
9607,12288
17585,12
9057,915
9057,1382
9057,10201
9057,12883
20967,164
10635,559
10635,11061
9479,8601
9479,8835
9479,9195
10057,2
10057,175
11969,915
11969,1504
41590,6194
41590,10210
319,342
319,3322
319,6194
319,10210
15139,306
15139,6189
161158,806
161158,1203
161158,2480
85247,10348
85247,37572
51980,82
51980,83
51980,1524
24405,6194
24405,10210
11655,6566
11800,8
11800,2658
8223,7832
8223,11736
14587,5778
31504,5
31504,97
41653,157
41653,235
41653,6181
41653,7446
17600,8
17600,55150
17600,55151
10897,33
10897,56
10897,23506
21352,4
37345,559
32562,58
32562,181
32562,201
32562,1606
32562,3268
32562,3614
32562,4606
32562,58855
25403,9364
25403,16366
25403,20769
124304,37352
124304,37353
124304,37354
9066,4
771,306
771,477
251,4
812,2
280,574
280,1280
280,5358
280,14723
280,61409
581,335
581,2630
80350,16636
268,1382
268,4357
268,6194
274,41
274,55072
408,3166
10020,2
10020,6125
10020,10282
10895,6
10895,3166
114,9195
114,10282
41043,7399
41043,23647
41043,38963
576,4051
15477,4063
59146,5551
30528,306
30528,46108
7300,306
7300,711
7300,10103
7300,81131
10824,278
10824,1382
261246,5996
275,1382
275,10163
25059,2
11827,4952
8766,14
8766,7405
8766,15343
23570,14
23570,65446
47333,14
10112,3166
4307,49
4307,105
46029,1382
46029,6861
46029,9195
46029,10201
46029,20295
46029,21108
32308,33
52873,356
52873,635
44281,71842
44281,75423
44281,75424
28121,12
28121,11308
12520,441
12520,6032
12520,38091
1592,4
19042,8411
38884,45
38884,225
38884,315
38884,744
38884,850
38884,982
38884,983
38884,986
38884,3324
38884,6639
38884,9335
38884,10163
38884,12745
38884,14245
38884,30226
47449,1302
47449,38179
47449,38180
36259,12
41852,60
9099,23
9099,33
2021,247
2021,271
2021,5358
2021,20777
2021,31080
61752,43
61752,4319
10988,976
10988,3668
10988,6194
10988,10210
11479,311
11479,3823
11479,5358
11479,9195
11479,14191
398959,101
398959,80481
287305,7025
339428,191
10684,306
10684,1302
954,4
954,44
68445,7325
68445,7326
68445,7327
18989,2231
18989,8411
18989,10355
10801,47
54285,6636
8840,33
11107,915
11107,1382
11107,3492
16417,1066
16417,38208
16417,38209
10363,641
10363,7046
10363,11290
161070,247
161070,20928
161070,38178
10539,2
10539,1755
10543,23
10543,33
18414,4
18414,126
47502,12
47502,14
11902,653
11902,6242
27098,17666
25087,10354
5801,1984
896,26424
3065,33
3065,37
3065,1310
2300,3592
2300,8816
2300,55527
8069,4
8069,1216
8069,1497
288173,4106
221917,97
221917,441
221917,16832
8072,46654
8072,54659
8072,63558
35797,875
35797,900
35797,16772
83857,52599
33245,5270
27281,2
27281,10201
105045,264
105045,310
105045,1712
105045,5358
105045,5982
105045,7025
40001,559
29621,8331
29621,23098
29621,38955
20762,285
48260,1854
48260,8095
48260,12745
12656,8
12656,216
38867,12
38867,2480
38867,26109
25969,12
44103,4655
753,452
753,453
753,454
43634,1382
43634,9195
43634,10201
9103,33
9103,2982
9103,10828
9103,38114
29649,216
29649,559
10990,8411
8866,306
8866,55140
12233,2
12233,554
23449,175
23449,915
36355,33
36355,27128
36355,38181
37667,1066
37667,3324
37667,53009
90148,14
922,182
922,254
922,506
922,663
11876,83
11876,582
11876,5358
52633,17777
11687,104
11687,7961
11687,16804
9304,441
73183,33624
9100,5
20759,306
20759,54051
20759,89312
46063,9195
40651,254
40651,3541
40651,64448
36915,12
36915,364
36915,6137
36915,10171
36915,11308
40507,11787
9802,915
9802,10288
25697,364
25697,1121
25697,11308
21588,5358
21588,8694
21588,11011
21588,12242
21588,13837
21588,20849
21588,86308
664,33
664,56
664,6194
664,23370
11867,278
11867,552
11867,1382
47119,83
47119,1524
47119,5358
47119,18367
47119,28400
47119,93503
314352,101
314352,740
314352,9023
9323,528
9323,6999
9323,12657
10280,4
10280,10355
10535,915
124613,19262
532,297
26744,3333
26744,19760
16299,12
16299,11308
10547,285
10547,12450
10547,12451
245268,8411
935,88
935,441
55613,6697
55613,6698
55613,6700
41007,14
41007,36995
35645,33
35645,11393
35645,69627
110465,8411
255546,181
255546,21454
40751,708
11101,998
11101,1704
11101,21948
11101,23417
9826,4
9826,79
9826,7965
9879,5
9879,97
22621,4125
7095,70
7095,915
7095,2173
26890,2492
26890,17179
26890,28205
46732,8
46732,17064
124633,393
124633,5358
124633,5983
124633,16975
124633,18188
124633,30226
124633,86296
202425,2359
202425,11796
202425,43860
202425,66451
202425,72598
77771,72471
77771,72472
181083,72469
41225,512
41225,2260
41225,7508
41225,73349
87190,1152
87190,21072
87190,21073
87190,21074
87190,21075
87190,21076
627,14
627,181
627,358
627,359
627,9349
32872,4
32872,126
602,306
602,347
14553,43
14553,11561
14553,14698
14553,15671
14553,20783
9566,559
9566,1236
10545,2
9894,441
11543,2090
11543,8411
9268,824
9268,6194
9327,23
9327,33
123763,61085
81949,104
81949,6274
183955,4095
183955,50180
44535,231
44535,21304
44535,25129
78285,875
78285,16772
11228,33
11228,1302
10779,11
10779,33
26748,97
26748,441
26748,11948
38223,4
38223,2070
38223,2348
9294,9195
49963,181
49963,254
49963,3644
49963,10565
49963,11912
49963,53407
49963,53408
11363,43
1645,508
1645,6194
31546,181
31546,826
31546,2154
31546,28205
31546,28206
77056,5358
77056,30232
36344,97
36344,441
36344,87554
18550,8411
11511,9195
11511,10201
172198,1655
172198,7248
172198,8138
34170,60
34170,2231
34170,2630
124645,3324
12606,4
35206,41954
35206,56112
4837,109
4837,223
9098,328
9098,2572
18975,12
18975,2499
18975,11308
2925,258
28628,1422
28628,3324
28628,17179
3595,9195
3595,90663
9308,559
92381,41
92381,285
18555,11661
18555,24827
18555,26192
12123,306
12123,2377
12123,20004
10830,216
10830,559
3573,14
3573,1363
3573,1443
10546,14
18862,8411
18862,11661
31417,1679
31417,13437
9431,33
9431,69626
9431,69627
144982,5333
47907,97
10061,4
10061,11661
36266,1871
36266,5358
36266,5869
36266,6849
36266,11793
36266,16366
36266,18367
36266,21331
36266,78239
36266,78240
549,53009
549,93380
549,93381
10478,508
10478,6194
66634,2756
116690,4641
213917,6274
238,4
238,10211
159,47
159,99
11134,2521
11134,3054
88224,2974
132641,882
9303,10308
9303,10355
23945,508
23945,6194
37820,8724
37820,11840
37820,31317
22479,8
22479,7832
22479,37163
9054,175
9054,915
9054,961
11985,25345
10232,2592
59569,525
59569,15123
38955,2521
11015,4
11015,33
11015,657
11015,762
11015,1280
11015,1382
11015,4650
11015,7237
11015,15278
9306,12
12559,2
12559,175
58770,33
58770,37
58770,56
3587,508
3587,1484
3587,6194
10723,33
56077,4169
56077,90100
56077,90101
19004,4285
10987,14
44705,8
44705,288
44705,491
44705,3102
20318,8
43596,52003
26933,635
26933,4790
26933,5358
26933,6849
26933,11332
26933,18367
26933,30576
27854,4
981,8411
872,8411
2769,1460
2769,8411
13320,4
164,4
164,11355
426,4
426,10715
567,4
3078,441
13528,8411
28288,6
213,8411
284,60
284,11241
239,219
239,11982
4808,33
289,6194
963,6194
11113,6194
6620,4
804,4
26531,306
909,1460
909,8411
630,31892
770,1553
770,8411
31044,5612
31044,8411
599,4
15,6
15,11447
62,385
62,8411
121357,4
705,306
22490,8411
223,1553
25670,60
25670,10096
303,6
4174,1553
8356,306
8356,10917
381,4
20758,8411
29376,8411
1859,8411
18299,4928
17281,8411
17281,12668
64382,8411
10907,6194
32093,306
1939,306
22292,306
3598,441
3080,6
198,60
13562,33
1712,6194
220,6194
3529,8411
3085,5
2897,1258
1585,6
1585,11770
3083,5
900,6
43795,441
85638,8411
50001,5235
43905,6
22688,16305
23114,1553
26378,6194
40206,6194
22356,1432
260,4978
260,10932
43488,4532
43488,15524
22613,12258
10331,638
10331,3139
10331,14121
10331,14122
488,60
488,262
488,3632
22733,3248
22733,3632
22733,15931
261,100
261,8411
57575,8411
32574,6194
32574,9330
22657,60
22657,34103
76464,5999
76464,19729
176841,8411
125587,181
125587,1898
125587,11358
125587,12745
39448,22060
52855,12
52855,21154
52855,21155
39940,441
85328,38567
11076,5
11076,5842
63945,23098
63945,31551
63945,78106
58985,33
58985,691
58985,17218
890,608
890,610
10861,5
1770,360
1770,6194
44465,175
44465,915
2033,887
2033,888
18203,11661
9333,12
9333,656
47260,761
47260,11273
47260,20049
9400,12
9401,8411
9401,11661
9401,19529
12241,44774
11306,5
11306,97
11306,10153
9625,6194
9625,17825
10680,5888
6346,23
6346,33
6346,1302
18660,3166
35115,3166
14821,3166
14136,3166
10869,2
22660,3166
19186,2
31102,3166
6878,2
6878,8830
15944,3166
18444,3166
20723,3166
173,3166
864,5888
24795,2
24795,175
11224,6
11224,3166
81310,3166
15947,2
9078,3166
29682,3166
8367,6194
8367,10210
433,3166
11360,6
11360,3166
11114,3166
12335,3166
12092,6
12092,3166
10948,3166
11229,2499
11229,3322
11229,30702
15121,306
15121,6304
15121,6305
562,306
562,1073
562,1885
10163,12
10163,5570
48862,14
47199,306
47199,826
47199,38436
11159,181
11159,236
11159,7832
11159,10100
9591,306
9591,1274
9591,38944
30500,2070
30500,23098
41843,20740
55058,38555
10938,181
10938,10532
11412,12
11412,2980
11412,21920
10586,457
10586,6033
42314,306
42314,21583
42314,67930
23223,8
23223,272
23223,20809
49471,5
49471,4319
38153,915
38153,1504
25147,163
25147,1382
25147,3324
9716,14
43777,888
43777,40945
454,240
454,306
10218,14
10218,2833
10218,8824
819,278
819,6194
819,11407
38191,508
38191,6194
56830,13534
11238,3475
27256,11707
27256,14377
27256,17339
31530,6
66473,6
28120,6
1834,6
26282,6
252,4
252,3434
116356,55239
16372,306
16372,3185
11561,13954
11302,60
11302,13309
623,8411
623,11352
583,20076
583,58752
12614,8411
12614,8844
12614,8846
21711,6194
21711,8776
11575,6194
475,273
475,4051
11331,6194
11331,18875
521,6194
88,137
88,12360
500,285
500,1632
500,26198
792,41
792,469
8491,1648
402,559
402,5358
402,14723
10537,23
10537,525
10537,14723
10537,78806
11386,14
11386,181
11386,927
11386,1202
11386,8876
11386,12745
9504,12
9504,67780
9504,67781
15764,964
15764,1155
601,33
601,56
67365,38857
25842,1460
25842,8411
2119,4
2119,10288
744,4
136311,7901
136311,54301
221,6194
702,1317
702,6194
25750,7405
17642,3358
427043,224
9305,208
9305,793
9305,5358
9305,8453
9305,12242
9305,15671
9305,19264
9305,19289
9305,26009
37616,2492
37616,8764
37616,65387
11112,33
11112,915
11112,10201
21612,3989
102461,874
36998,850
36998,5358
36998,6541
36998,18367
36998,23210
200383,508
200383,6194
116844,8816
116844,38567
116844,38692
1630,34
26626,39526
26626,39527
11816,33
11843,60
11843,10257
11843,10258
11843,15980
10379,1382
2756,306
2756,574
2756,1280
790,494
790,495
790,498
1103,494
1103,500
1103,502
1103,664
11298,494
11298,502
11298,10312
4480,82
4480,875
4480,1524
4480,1869
4480,8453
4480,20091
4481,82
4481,875
4481,1524
4481,1869
4481,20091
49688,79619
49688,79620
49688,79621
10765,6194
762,416
762,463
762,464
762,465
44497,1373
44497,56302
44497,56303
278621,44467
55049,5358
55049,6584
55049,11143
55049,16366
55049,18367
79306,17183
10548,1382
10548,8738
10548,8739
531,297
104931,9
104931,33266
4483,2408
4483,6849
4483,36079
18919,185
18919,3324
18919,3554
18919,6216
18919,18367
18919,23483
18919,23484
31556,5229
26167,4927
26167,13479
26174,13479
61461,6084
61461,22965
127973,4
659,168
659,1521
659,1548
659,5982
659,6116
659,12838
659,59351
659,59352
30892,3862
86369,23932
8074,53
8074,6116
8074,14679
8074,14680
38554,11661
49763,10210
11216,10209
7452,2238
7452,2240
7452,2241
892,582
892,14755
892,23677
892,25020
892,25021
892,25022
892,25023
892,25024
1600,5358
1600,7984
1600,12984
1600,63751
26561,14
26561,288
26561,12918
975,60
975,611
18129,14
18129,5231
54405,14
150823,953
150823,21304
150823,40644
409,14
409,12204
38251,6651
38251,8694
38251,17087
10161,1468
10161,14063
10161,40605
1412,14
1412,889
1412,1419
41768,36289
10409,2081
10409,8724
10409,62139
14285,49628
2469,49
10174,14
10174,2188
510,60
510,286
510,6194
11455,4
1891,1
1891,306
2493,1153
2493,49243
2493,49244
85,1
85,4
68,10214
679,306
679,396
679,19747
429,60
429,5755
429,7508
429,42498
13446,146
13446,10932
389,60
389,10212
947,11356
185,88
185,6194
595,33
28,60
28,26663
335,4
335,218
335,11386
1892,1
1892,306
144,45
144,6116
144,7025
1092,659
1092,660
1092,10932
769,8880
348,306
348,19747
766,33
766,467
766,8411
766,10308
175,9
11645,1598
11645,1657
11645,8886
10835,3618
10835,5551
10835,6213
539,4
539,33
539,10717
525,33
240,4
240,536
600,385
600,6194
600,50819
530,297
10705,288
10705,798
10705,3102
279,6194
3109,1432
311,6194
311,7965
1578,60
703,60
9549,6194
9549,7965
1398,5120
387,209
387,210
387,441
387,1704
387,7025
387,11344
9277,33
343,4
37291,181
37291,3644
37291,10348
37291,37909
490,6181
490,10932
11235,500
11235,7049
218,41
218,1280
218,3952
218,4764
218,7745
763,11
763,294
763,466
9665,559
9665,27349
18971,3593
18971,10492
696,60
696,13309
379,306
379,11273
207,9195
207,10282
37247,8793
1480,10330
9322,9
9322,371
9322,6643
826,441
826,11356
422,9387
422,10882
829,4
829,6226
829,10208
828,306
3090,6194
9964,11
9964,294
3063,4
13667,3902
13667,11043
694,88
694,6194
694,11272
235,5
235,1153
235,90896
235,90897
832,43854
765,3102
765,47380
5925,60
5925,219
11778,33
11778,538
4485,1657
4485,9377
4485,11359
137,5
33,171
33,6194
982,60
982,623
8428,12
8428,2488
212,6194
105,33
105,56
105,20448
1633,33
11202,306
1554,3492
1554,10932
1554,21612
1554,42043
149,528
149,882
149,3363
149,6999
149,9155
149,10919
149,10920
149,10921
8009,2737
8009,6179
903,6194
903,11496
11673,582
11673,875
11673,1524
3034,306
3034,1296
3034,1297
3034,1298
339,181
339,182
339,183
339,184
339,185
339,186
339,187
10404,2269
10404,21329
10404,21330
10404,21331
914,60
914,71975
756,2
288,60
288,893
910,6194
2640,1950
2640,10170
16633,2070
665,8411
11031,3566
11314,16644
11314,16645
15143,4
15143,477
89,1
89,4
10322,60
10322,1176
783,5
783,500
783,501
783,502
783,503
783,504
10644,5237
11257,500
11257,11493
11257,11494
14370,559
14370,3088
12104,500
12104,8411
12104,8834
625,500
625,502
625,7049
8816,6181
8816,7931
830,8411
2323,13
983,624
983,625
642,306
642,381
642,382
655,181
655,1448
655,6116
655,7025
655,8366
655,36229
10341,79
10341,6116
10341,6194
10341,8366
10341,36229
639,97
639,365
30180,5025
31388,6893
31388,21304
31388,35535
41801,986
41801,2051
41801,60710
66034,5330
348138,1002
61536,2150
18762,3525
8077,306
8077,19747
814,33
814,276
814,606
814,607
41671,35872
41671,84937
27214,484
52263,5333
52263,25690
52263,28277
33519,36394
16235,10308
16235,75480
11449,9266
41848,4899
41848,17799
25944,10000
25944,10001
24913,4
24913,52760
24913,77507
49126,18038
32076,41
32076,14150
571,10715
8851,4
8851,2548
37843,14323
37843,78004
32146,4847
30346,6
6114,70
6114,441
6114,2019
229,33
13549,60
13549,7508
13549,9228
9529,278
9529,559
9529,1382
1598,33
1598,56
1598,691
1598,11391
11349,11390
7340,60
6217,33
6217,4361
377,12
377,1531
653,1959
