id,name
17031,Classico
70801,"Iwerks Entertainment"
2537,"Kennedy Miller Productions"
694,StudioCanal
874,"Cinéa"
8363,"Euston Films"
19316,"Freeway Films"
30226,"European Co-production Fund"
31080,"Polygram Filmed Entertainment"
44821,"Orsans Productions"
406,Havoc
1382,"PolyGram Filmed Entertainment"
10163,"Working Title Films"
53390,"Sony New Technologies"
6130,"Dualstar Productions"
11661,"Rysher Entertainment"
89131,"Orr & Cruickshank"
53009,Miramax
85681,"Distant Horizon"
89840,"Alpine Pty Limited"
871,"British Screen"
34237,"Mayfair Entertainment International"
476,"Underworld Entertainment"
4174,"Threshold Entertainment"
364,"The Rank Organisation"
4286,"Juno Pix"
65394,"Cecchi Gori Pictures"
10217,"Walt Disney Feature Animation"
2480,"Alliance Communications Corporation"
361,"Blue Parrot Productions"
9168,"Bad Hat Harry Productions"
1030,"Magnolia Pictures"
7832,"CiBy 2000"
7320,"Telefilm Canada"
10260,"Melenny Productions"
802,"Egg Pictures"
862,"The Kennedy/Marshall Company"
916,"The Charlie Mopic Company"
3492,"Island Pictures"
5441,"Ivory Way Productions"
11061,"Motion Picture Corporation of America (MPCA)"
36390,"3 Arts Entertainment"
38003,"Weasel Productions"
82,"Renn Productions"
1614,"Les Films Flam"
3823,"TF1 Films Production"
7405,"Dimension Films"
11705,"Los Hooligans Productions"
5841,"Castleberg Productions"
1742,"Les Films 13"
22123,TF1
3388,"The Movie Network (TMN)"
4899,"Allegro Films"
7958,"Fuji Eight Company Ltd."
23096,"Fries Film Group"
23097,"Super Ecran"
23098,"Triumph Films"
4606,"Zweites Deutsches Fernsehen (ZDF)"
83201,"Ciak Filmproduktion"
93174,"Bluehorse Films"
38953,"I.R.I.B. Channel 2"
38954,"Ferdos Films"
575,"Bergen Film"
576,"Bard Entertainments"
577,"NPS Televisie"
38196,"BET Pictures"
38197,"United Image Entertainme"
2492,"Playhouse International Pictures"
8888,"The Samuel Goldwyn Company"
1644,"Largo Entertainment"
1645,"Scott Free Productions"
3311,"Joe Wizan/Todd Black"
4665,"Addis Wechsler Pictures"
18737,"NFH Productions"
979,"Woods Entertainment"
456,"WCG Entertainment Productions"
11362,"Mark Gordon Productions"
75942,"Midwinter Films"
5869,"Les Productions Lazennec"
16366,"La Sept Cinéma"
22684,"Kasso Inc. Productions"
68518,"Cofinergie 6"
181,"Channel Four Films"
3324,"British Broadcasting Corporation (BBC)"
7025,"Westdeutscher Rundfunk (WDR)"
12113,"Canadian Broadcasting Corporation (CBC)"
12911,"Cinemax Reel Life"
12912,InPictures
12913,"Lafayette Films"
18,"Gracie Films"
10355,"Spelling Films"
1606,"Brillstein-Grey Entertainment"
3929,"Robert Simonds Productions"
171,"Malpaso Productions"
2504,"Jim Henson Productions"
6254,"Jim Henson Company, The"
4564,"Icon Entertainment International"
7965,"The Ladd Company"
11353,"B.H. Finance C.V."
46059,"Italo/Judeo Productions"
46060,Bill/Phillips
2521,"Golden Harvest Company"
806,"Téléfilm Canada"
2055,"Skyline Films"
3498,Malofilm
9116,"Société de Développement des Entreprises Culturelles (SODEC)"
12745,"British Screen Productions"
17027,"National Film Board of Canada (NFB)"
22150,"imX Communications"
38673,"Glace Bay Pictures"
38674,"Ciné Télé Action"
40534,"Nova Scotia Film Development Corporation"
85045,Ranfilm
83,"France 2 Cinéma"
883,"Les Productions du Champ Poirier"
885,"Téléma Productions"
3236,"Bavaria Film and Television Fund"
11308,"Savoy Pictures"
540,"Jet Tone Production"
10932,"The Criterion Collection"
371,"Cecchi Gori Group Tiger Cinematografica"
264,"Studio Babelsberg"
1766,"Dieter Geissler Filmproduktion"
1979,"Cinevox Filmproduktion GmbH"
22029,"Canal Horizons"
22618,"Mat Films"
71842,"Cinétéléfilms"
8,"Fine Line Features"
1898,"Bórd Scannán na hÉireann"
93488,"Cigua Films"
93489,"D'Pelicula"
68229,"Couch Potatoe Productions"
38778,Academy
94477,"Mayfair Films"
94478,"Iberoamerica Films"
43,"Fox Searchlight Pictures"
5996,BBC
16027,"Portman Productions"
3644,"Zenith Entertainment"
3906,"American Playhouse"
7248,"Union Générale Cinématographique (UGC)"
37909,"True Fiction Pictures"
23,"Imagine Entertainment"
8989,"Talisman Productions"
236,"October Films"
1214,Guild
5353,"Fastnet Films"
386,"Paris Films Productions"
387,"Five Films"
11290,"Robert et Raymond Hakim"
30334,InterAL
11098,"The Harvey Entertainment Company"
4319,"40 Acres & A Mule Filmworks"
7383,"Kennedy/Marshall Company, The"
4532,"Superior Pictures"
2510,"Mundy Lane Entertainment"
729,"Why Not Productions"
1474,"Desperate Pictures"
2765,Blurco
18902,"The Teen Angst Movie Company"
20740,"Merchant Ivory Productions"
10158,"First Knight Productions"
644,"Alcor Films"
5739,"Donner/Shuler-Donner Productions"
87394,Suftley
12909,"The Booking Office"
12910,"Workin' Man Films"
13187,"JDI productions"
13190,"Lemon Sky Productions"
3557,"Seraphim Films"
1203,"The Ontario Film Development Corporation"
2267,"First Choice Films"
4350,"Atlantis Films"
7828,"Max Films Productions"
11578,"Super Écran"
35859,"Société Générale des Industries Culturelles du Québec (SOGIC)"
37,"Gramercy Pictures"
11462,"Alphaville Films"
16934,"View Askew Productions"
2106,"Saban Entertainment"
9255,"Toei Company"
16561,"Comet Film Produktion GmbH"
38959,"Avrora Media"
38960,"Cobblestone Pictures"
37897,"Kino Link Company"
436,"1492 Pictures"
37890,"Party Productions"
28205,"Samuel Goldwyn Company, The"
1422,"Killer Films"
38692,"Kardana Films"
39861,"Chemical Films"
705,"Spring Creek Productions"
16368,"Hawn / Sylbert Movie Company"
3864,"Butcher's Run Films"
574,"Lightstorm Entertainment"
1080,"Beta Film"
1147,"Madeleine Films"
14680,"Parc Film"
6849,"Société Française de Production (SFP)"
16026,"FIT Productions"
17825,"Seagal/Nasso Productions"
21480,"Victor Company of Japan (JVC)"
63906,"Cutting Edge Films"
2851,"Zucker Brothers Productions"
1073,"Gordon Company"
1302,"Davis Entertainment"
6092,"Licht/Mueller Film Corporation"
6068,HBO
6911,"A BandApart"
6453,"Studio Trite"
6454,"Caméra One"
6367,"PolyGram Audiovisuel"
98,"Detour Film Production"
6365,"Jack Giarraputo Productions"
18189,"Spelling Films International"
16192,"Hera Productions"
1595,"Island World"
4867,"Full Moon Entertainment"
4127,Lantana
23808,"Price Entertainment"
70,"American Zoetrope"
11407,"Baltimore Pictures"
15709,"Keystone Pictures"
52095,"Dream Man Productions Inc"
826,"Capitol Films"
8277,"Flach Film"
68141,"Les Films de l'Astre"
5528,"Ang Lee Productions"
10565,"Good Machine"
25345,"Central Motion Pictures"
10166,"Alliance Entertainment"
12800,"Ego Film Arts"
34207,"Prufrock Pictures"
21,Metro-Goldwyn-Mayer
1429,"Italian International Film"
2359,"Stéphan Films"
37581,MG
13042,"Kartemquin Films"
11,"WingNut Films"
294,"New Zealand Film Commission"
2306,"Fontana Productions"
2630,"Majestic Films International"
11393,"Bregman/Baer Productions"
360,"Geffen Pictures"
2370,"Merchant Ivory Productions"
8816,"Northern Lights Entertainment"
414,"Fountainbridge Films"
36854,"Lee Rich Productions"
4063,"Trimark Pictures"
1,Lucasfilm
983,"Parallax Pictures"
9209,"MK2 Productions"
84803,Aviacsa
84804,Cinevista
348,"Bedford Falls Productions"
1656,Pangaea
285,"Live Entertainment"
2832,Cineville
3268,"Home Box Office (HBO)"
36836,"Showcase Entertaiment Inc."
798,"Samuel Goldwyn Company"
23022,"Close Call Films"
20928,"Majestic Films International"
89873,"Newcomb Productions"
2428,"Wolper Organization"
594,"Capella International"
761,Cinehaus
7260,TOEI
42935,"Distant Justice Joint Venture"
11139,"Metrodome Films"
7954,Filmwerks
4198,Ixtlan
68551,"J D Productions"
293,"Avalon Studios"
295,"New Zealand On Air"
17067,"CineTel Pictures"
17068,"MG Entertainment"
824,"Kopelson Entertainment"
2154,"Punch Productions"
16775,"Arnold Kopelson Productions"
9,Gaumont
31715,"Gramercy Pictures (I)"
37580,"MVP Films"
316,"Wildwood Enterprises"
84839,"Cecile Company"
84840,"Thousand Cranes Filmworks"
6187,"ARD/Degeto Film GmbH"
6541,"D.A. Films"
7089,"France2 Cinéma"
8923,"WMG Film"
18495,"N.E.F. Filmproduktion und Vertriebs GmbH"
75913,"RCS Films & TV"
12883,"Nomura Babcock & Brown"
38,"Zespół Filmowy TOR"
1245,"Télévision Suisse-Romande"
1610,"CED Productions"
16953,"Norstar Entertainment"
24946,"west wind entertainment"
4108,"Rich Animation Studios"
29272,"Jones Entertainment Group"
29273,"Skerry Productions"
2596,"Jerry Weintraub Productions"
11134,"Iguana Producciones"
347,"Centropolis Entertainment"
10320,"Carolco Entertainment"
359,"Figment Films"
980,"The Glasgow Film Fund"
78701,"Kino Korsakoff"
6647,"Tabasco films"
8861,"Instituto Mexicano de Cinematografía (IMCINE)"
10015,TeleMadrid
4733,"1992 Number Four Limited Partnership"
4734,MHA
1078,"Shanghai Film Studios"
25299,"Era International Ltd"
2231,"Trilogy Entertainment Group"
69626,"Tales From The Crypt Holdings"
58,"Sony Pictures Classics"
14729,"Populist Pictures"
37350,"Jackson/McHenry Company,The"
4908,"First Generation Films"
36024,"British Columbia Film Commission"
105,"Ciby 2000"
11840,"Film Victoria"
39250,"House & Moorhouse Films"
10157,"Beacon Pictures"
355,"R.P. Productions"
635,"Les Films Alain Sarde"
8131,"Timothy Burrill Productions"
2767,"Mace Neufeld Productions"
4028,"Crowvision Inc."
4029,"Entertainment Media Investment Corporation"
4030,"Jeff Most Productions"
6455,"Edward R. Pressman Film"
16823,"Aleor Films"
1353,"Hanna-Barbera Productions"
1947,"New Deal Productions"
37294,"Think Again Productions"
37295,"Riot of Color"
201,Arte
12914,"Nomad Films"
12915,"Omega Film GmbH"
12916,"Without Walls"
552,"Dark Horse Entertainment"
278,"Propaganda Films"
496,"David Foster Productions"
662,"Turman-Foster Company"
467,"Renaissance Pictures"
2982,"Signature Pictures"
4248,"JVC Entertainment Networks"
335,"Tig Productions"
13040,"Kasdan Pictures"
24217,"Paragon Entertainment Corp."
21857,"Tool Shed Productions"
11358,"Little Bird"
3923,"Strand Releasing"
25583,"Strand Home Video"
170,"Eve Productions Inc."
6215,"Bolex Brothers"
6216,"Lumen Films"
6217,Tara
7220,Capcom
33419,"Snowback Productions"
16835,"Bates Entertainmant"
14280,"A-Pix Entertainment"
37300,"Devin Entertainment"
90509,"Theodore Thomas Productions"
888,"Overseas FilmGroup"
38179,"Skyline Entertainment Partners"
38289,Arrow
38276,"Frozen Rope Productions Inc."
2662,Trans-Film
22240,"Initial Groupe"
30655,Fallingcloud
41,"Orion Pictures"
21222,"HBO Independent Productions"
82606,"NBB Unit One Film Partners"
82607,"Longview Entertainment"
89311,"Ruddy Morgan Organization, The"
16737,"Barcelona Films"
7049,"Enigma Productions"
58750,BSB
79560,"NatWest Ventures"
79561,Fujisankei
30,"Eddie Murphy Productions"
14150,"Orion Pictures Corporation"
18070,"Heathrow Productions"
10098,"Dorset Productions"
10099,"Robert H. Solo Productions"
70969,"Mainline Pictures"
7429,"HBO Films"
1350,"Parkway Productions"
1988,"Epic Productions"
23246,"RCS Video"
45728,"Cliffhanger Productions"
45729,Pioneer
36863,"Maverick Picture Company"
36864,"Cecchi Gori Europa N.V."
36865,"Eye Productions"
68062,Pentamerica
6556,"Alphaville Productions"
708,"Beijing Film Studio"
2269,"China Film Co-Production Corporation"
365,"Nelson Entertainment"
19534,Mirage
13,"Universal Studios"
104,"Canal Plus"
89521,"Can I Watch"
89522,Islet
89523,KPVI
11751,"Sidley Wright & Associates"
272,"Spelling Entertainment"
1930,"IRS Media"
10348,"Republic Pictures (II)"
118,"Det Danske Filminstitut"
10598,"Costa do Castelo Filmes"
13096,"Neue Constantin Film"
33027,"House of Spirits Film"
23873,"PolyGram Filmproduktion"
2307,"Hell's Kitchen Films"
3589,"Kouf/Bigelow Productions"
55528,"Oak Productions"
1023,"Nelvana Limited"
6116,"Argos Films"
13139,"Oshima Productions"
14668,"Shibata Organisation"
3102,"Renaissance Films"
8827,"American Playhouse Theatrical Films"
1177,"Rastar Films"
16827,"Night Life Inc."
10230,"Blue Wolf"
10100,"Thin Man Films"
1280,"Pacific Western"
1755,"Allied Filmmakers"
4972,"Platinum Pictures"
11912,"Mikado Film"
27593,"Lenfilm Studio"
36765,"Adventure Pictures"
1274,"Clinica Estetico"
418,"New South Wales Film & Television Office"
5186,"The Australian Film Commission"
14089,"Jan Chapman Productions"
8780,"Walrus & Associates"
5612,Brooksfilms
36907,"Hilary Henkin"
39712,"Seon Film Productions"
50619,"Romper Stomper Pty. Ltd."
75712,"Ruby in Paradise"
75713,"Full Crew/Say Yea"
14374,"David V. Picker Productions"
36789,"Nessa Hyams"
36790,"Carrie Productions Inc."
249,"Société Nouvelle de Cinématographie"
28822,"Santo Domingo Film & Music Video"
37265,"Fron Film Production"
17411,"Polar Entertainment"
5553,"Shadowlands Productions"
408,"Avenue Entertainment"
25158,"Sarah Radclyffe Productions - Sirens Limited"
25159,"British Screen Finance Ltd"
25160,"Samson Productions II"
36889,"Maiden Movies"
94856,"Robert Evans Company"
5798,"Shaw Brothers"
5848,"Columbia Pictures Industries"
6386,"Columbia Films S.A."
5888,"Walt Disney"
12288,Nintendo
164,"Rhombus Media"
8601,"Tim Burton Productions"
8835,"Skellington Productions Inc."
342,Davis-Films
3322,"August Entertainment"
6189,"Turner Pictures (I)"
37572,"Keystone Film Company (II)"
1524,"DD Productions"
6566,CNCAIMC
2658,"Some Film"
11736,"El Deseo S.A."
5778,"Channel 4 Television"
157,"SVT Drama"
235,"Nordisk Film"
6181,"Svensk Filmindustri (SF)"
7446,"Svenska Filminstitutet (SFI)"
55150,"Swelter Films"
55151,"Buckeye Films"
23506,"King World Entertainment"
3614,"Columbia Pictures Television"
58855,"Telling Pictures"
9364,"Sacher Film"
20769,Banfilm
37352,"Oscar Kramer S.A."
37353,"Aura Film"
37354,"Mojame S.A."
477,"Hughes Entertainment"
61409,"T2 Productions"
16636,"Shapiro-Glickenhaus Entertainment"
4357,"The Guber-Peters Company"
55072,"Strong Heart/Demme Production"
3166,"Walt Disney Productions"
6125,"Walt Disney Animation Studios"
10282,"Silver Screen Partners IV"
6,"RKO Radio Pictures"
7399,"Sodaperaga Productions"
38963,"Fontaine Sarl"
4051,"Warner Brothers/Seven Arts"
5551,"Long Shong Pictures"
46108,"Ubu Productions"
711,"Fox 2000 Pictures"
81131,"Rosa Productions"
4952,"Canadian Film Development Corporation (CFDC)"
15343,"Trans Atlantic Entertainment"
65446,"The Chess Club"
49,"El Deseo"
6861,Lolafilms
20295,"Sociedad General de Televisión (Sogetel)"
21108,"Fernando Trueba Producciones Cinematográficas"
356,"TF1 Films Productions"
75423,"France Média"
75424,"Les Films du Scarabée"
6032,"The Vault"
38091,WF/X
45,"Road Movies Filmproduktion GmbH"
225,"BIM Distribuzione"
315,"Filmstiftung Nordrhein-Westfalen"
744,"Diaphana Films"
982,"Road Movies Dritte Produktionen"
986,"Degeto Film"
14245,"Messidor Films"
38180,"Dark Matter Productions"
247,"Granada Film Productions"
271,"Mainstream S.A."
20777,"British Screen Productions"
976,"Marvin Worth Productions"
3668,"ABC Productions"
14191,"Ice Films"
101,"Roxy Film"
80481,"Made in Munich Filmproduktion"
191,"Senator Film Produktion"
44,"Cruise/Wagner Productions"
7325,Icicle
7326,"Film Fonds"
7327,"Pandora Filmproduktion ("
47,"Constantin Film"
6636,"Park Chul-Soo Films Ltd."
1066,"Distant Horizons"
38208,"Koukus Troika"
38209,"Toron Screen Corporation"
641,Titanus
7046,"Paris Film"
38178,Newcomm
126,"Lakeshore Entertainment"
653,Komuna
6242,"Barrandov Studios"
17666,"Per Holst Filmproduktion"
10354,"FM Entertainment International N.V."
1984,"Government of West Bengal"
26424,"Satyajit Ray Productions"
1310,"Best Brains"
3592,"Warner Bros. Family Entertainment"
55527,"Courtside Seats Productions"
1216,"Dino de Laurentiis Cinematografica"
1497,"Marianne Productions"
4106,"Libra Pictures"
16832,"129 Productions"
46654,Filmstudio
54659,"Athos Films"
63558,Chaumiane
875,"Films A2"
900,"Les Films de la Tour"
16772,"Little Bear"
52599,"Mike Lobell Productions"
5270,"Opala Productions"
310,"Centre National de la Cinématographie"
1712,"Odessa Films"
5982,"Bioskop Film"
8331,"Van Peebles Films"
38955,"Orpheus Films"
1854,"Dan Films"
8095,"Merseyside Film Production Fund"
26109,"Evzen Kolar Productions"
4655,"Favorite Films"
452,"Maurice McEndree Productions"
453,"Walter Reade Organization Inc."
454,"Faces International Films"
10828,"MDP Worldwide"
38114,"Selima Films AVV"
55140,"Noon Attack Pictures"
554,"Silver Screen Partners III"
27128,"The Bubble Factory"
38181,"American Films"
182,"JVC Entertainment"
254,"Pandora Filmproduktion"
506,"Newmarket Capital Group"
663,"12 Gauge Productions"
582,"Hachette Première"
17777,"Centaur Pictures Inc."
7961,"Gaumont International"
16804,"France 3 Cinema"
33624,"Wood-Thomas Pictures"
54051,"Atman Entertainment"
89312,"Fred Berner Films"
3541,"Koninck Studios"
64448,"Image Forum"
6137,"Ruddy Morgan Productions"
10171,"PVM Entertainment"
11787,"Po' Boy Productions"
1121,Price
8694,"Silvio Berlusconi Communications"
11011,"Fonds Eurimages du Conseil de l'Europe"
12242,"Urania Film"
13837,"K.G Productions"
20849,Audifilm
86308,"Bibo Productions"
23370,"Constant c Productions"
28400,"Glem Production"
93503,"PXP Productions"
740,"MTM Cineteve"
9023,"Pro 7"
528,"Bandai Visual Company"
6999,Kodansha
12657,"Production I.G."
19262,"Renegade Films"
297,"Aardman Animations"
3333,"Enterprise Productions"
19760,"Roberts Pictures Inc."
12450,"Steelwork Films"
12451,Mediaworks
88,"Hawk Films"
6697,"the Canadian Council"
6698,"The Canada Manitoba Cultural Industries Development Office (CIDO)"
6700,"The Manitoba Arts Council"
36995,Anuline
69627,"Universal City Studios"
21454,Riofilme
998,"Royal Film"
1704,"Bavaria Film"
21948,"B.A. Produktion"
23417,"Perathon Film-und Fernsehproduktions"
79,"Village Roadshow Pictures"
4125,"Available Light Productions"
2173,"Great Oaks Entertainment"
17179,"BBC Arena"
17064,"Charles Matthau-Jerry Tokofsky-John Davis Productions"
393,"MACT Productions"
5983,"Stefi 2"
16975,"Lichtblick Film- und Fernsehproduktion (I)"
18188,"Magnolia Mae Films"
86296,"Intrinsica Films"
11796,"Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles"
43860,"Sol'oeil Films"
66451,"Lamy Films"
72598,"Ministère des Affaires étrangères et du Développement International"
72471,"Studio Kankourama"
72472,Cinegrit
72469,"Direction du Cinema Haute Volta"
512,Cocinor
2260,"Les Films Marceau"
7508,"Produzioni Europee Associati (PEA)"
73349,PEA
1152,"Independent Television Service"
21072,"Cicada Films"
21073,"Kentucky Educational Television"
21074,NEA
21075,"Sinkhole Productions Inc."
21076,"TMF Metro"
358,"Noel Gay Motion Picture Company"
9349,Film4
11561,"Recorded Picture Company (RPC)"
14698,"Jeremy Thomas Productions"
15671,"France 2 Cinéma"
20783,"Fiction Films"
1236,"Mandalay Entertainment"
2090,"Motion Picture Corporation of America"
61085,"GEA Cinematográfica"
6274,"MK2 Production"
4095,"First Run Features"
50180,"Tangent Films International"
231,"Initial Productions"
21304,"Cabin Fever Entertainment"
11948,"Rio Dulce"
2070,"Rastar Pictures"
2348,"Nickelodeon Movies"
53407,Electric
53408,"TEAM Communications Group"
28206,"Prairie Oyster Productions"
30232,"Compagnie Eric Rohmer (CER)"
87554,Fuchs/Burg
1655,"Új Budapest Filmstudió"
8138,"Vega Film"
41954,"Producciones Tepeyac"
56112,Dismage
109,"Rome Paris Films"
223,"Les Films du Losange"
328,"TLA Releasing"
2572,"Cobra Film"
2499,"The Kushner-Locke Company"
90663,"Brian Grazer/Scott Rudin Productions"
24827,"Red Mullet Productions"
26192,"Chestnut Hill Productions"
2377,"Chicago Pacific Entertainment"
20004,"Zanuck Company, The"
1363,"Haft Entertainment"
1443,"Matchmaker Films"
1679,"Lux Film"
13437,"Champs-Élysées Productions"
5333,"Zeta Entertainment"
11793,"Lumière"
21331,"Salon Films"
78239,"Cofimage 6"
78240,"Giai Phong Film Studio"
93380,"Eleventh Street Production"
93381,"Jon Kilik"
2756,"Vertigo Productions"
4641,"Shochiku Company"
10211,"Alfran Productions"
99,"Olga-Film GmbH (München)"
3054,"Golden Way Films Ltd."
2974,"Pope Productions"
882,"Toho Company"
8724,"Australian Film Finance Corporation (AFFC)"
31317,"Meridian Films"
37163,"Sandcastle 5 Productions"
961,"Roger Birnbaum Productions"
2592,"Albatros Produktion"
525,"Ixtlan Productions"
15123,"Breakheart Films"
657,Toho-Towa
762,"Mutual Film Company"
4650,Marubeni
15278,"British Broadcasting Corporation (BBC)"
1484,"Yorktown Productions"
4169,Kanzaman
90100,"Kan Zamia-a"
90101,"Polaris Pictures"
4285,"Universal Cartoon Studios"
491,"Summit Entertainment"
52003,"Elite-Tonfilm-Produktion GmbH"
4790,"IMA Productions"
11332,"La Sept-Arte"
30576,"Ima Films"
1460,"Loew's"
11355,Jurow-Shepherd
10715,"Alfred J. Hitchcock Productions"
11241,"The Mirisch Company"
219,"The Mirisch Corporation"
11982,"Ashton Productions"
31892,"Loew's Incorporated"
1553,"Selznick International Pictures"
11447,"Mercury Productions"
385,"Stanley Kubrick Productions"
10096,"Walter Wanger Productions"
10917,"Jerry Wald Productions"
4928,"Allied Artists Pictures"
12668,"Arthur Freed Production"
1258,"Michael Todd Company"
11770,"Liberty Films (II)"
5235,"Hunt Stromberg Productions"
16305,"Premier Productions"
1432,"Republic Pictures"
4978,"Gaumont British Picture Corporation"
15524,"Lewis Milestone Productions"
12258,"Howard Hughes Productions"
638,"Laurel Group"
3139,"Off Color Films"
14121,"Image Ten"
14122,"Market Square Productions"
262,"Independent Film Distributors"
3632,"Romulus Films"
3248,"Santana Pictures Corporation"
15931,Rizzoli-Haggiag
100,"Avon Production"
9330,"Frank Capra Productions"
34103,"Walter Wagner Productions"
5999,"Grand National Pictures"
19729,"Zion Meyers Productions"
22060,"D & B Films Co. Ltd."
21154,"Jacaranda Films"
21155,"Investec Merchant Bank"
38567,"BMG Independents"
31551,"Pacific Motion Pictures Corporation"
78106,"Stewart Pictures"
691,"Cappa Productions"
17218,"Gramercy Pictures (II)"
608,"Dor Film Produktionsgesellschaft GmbH"
610,"Kuchenreuther Filmproduktion GmbH"
887,"Neo Productions"
656,"Metropolitan Filmexport"
11273,"Circle Films"
20049,DuArt
19529,"Redemption Productions"
44774,"Tinderbox Films"
10153,"Simian Films"
8830,"Touchwood Pacific Partners 1"
30702,"Multicom entertainment"
6304,"Robert Wise Productions"
6305,"Argyle Enterprises"
5570,"Allied Vision"
38436,"World Film Music Limited"
38944,"Clavius Base"
38555,"Cinema 7"
10532,"World Productions"
2980,Forge
21920,"The Steve Tisch Company"
457,"Constellation Films"
6033,Paramount
21583,"Jam Productions"
67930,"Chal Productions"
20809,"Normal Life Productions"
163,"Revolution Films"
40945,"Azucar Films"
240,"Bazmark Films"
2833,"Independent Pictures (II)"
8824,"The Alfred Shay Company Inc."
13534,"First Look Pictures"
3475,"Walt Disney Television Animation"
11707,"Vic Films Productions"
14377,"J. Arthur Rank Organisation"
17339,"Javelin Films"
3434,"David L. Wolper Productions"
55239,"Transatlantic Films"
3185,Achilles
13954,"Rollins-Joffe Productions"
13309,"Jack Rollins & Charles H. Joffe Productions"
11352,"Prominent Features"
20076,"HandMade Films"
58752,"Python (Monty) Pictures"
8844,"Artista Management"
8846,"Peerford Ltd."
8776,"Redford-Ritchie Productions"
273,"Tatira-Hiller Productions"
18875,"Leland Hayward Productions"
137,"Great American Films Limited Partnership"
12360,"Vestron Pictures"
1632,Lionsgate
26198,"Dog Eat Dog Productions Inc."
469,"Hemdale Film Corporation"
1648,"Gladden Entertainment"
78806,"Bill Graham Films"
927,"Palace Pictures"
1202,"Nippon Film Development and Finance Inc."
8876,Eurotrustees
67780,GGR
67781,"Zupnik Cinema Group II"
964,"Keith Barish Productions"
1155,"Incorporated Television Company"
38857,"Orenda Films"
7901,"Harmony Gold"
54301,"Canned Pictures Inc"
1317,"Charles K. Feldman Group"
3358,"Discovery Channel Productions"
224,"Wega Film"
208,"Bac Films"
793,"Galatée Films"
8453,"Télévision Suisse-Romande (TSR)"
19264,"Conseil Général de l'Aveyron"
19289,"Les Productions JMH"
26009,"Delta Images"
8764,"Redwave Films"
65387,"Public Television Playhouse Inc."
3989,"C&P Productions"
23210,"Center for Film and Audiovisual Arts of the French Community of Belgium"
34,"Sony Pictures"
39526,"Woodward Productions"
39527,"Weiny Bro Prods."
10257,"Jewel Productions"
10258,"Pimlico Films"
15980,"Incorporated Television Company (ITC)"
494,"AVCO Embassy Pictures"
495,EDI
498,"Debra Hill Productions"
500,"Goldcrest Films International"
502,"International Film Investors"
664,"City Film"
10312,"Wescom Productions"
1869,AMLF
20091,"RAI Radiotelevisione Italiana"
79619,"Vision Comunicaciones"
79620,"Catalina Cinema"
79621,"Arauco Films"
416,"Python (Monty) Pictures Limited"
463,"Michael White Productions"
464,"National Film Trustee Company"
465,"Twickenham Film Studios"
1373,"Jürgen Brüning Filmproduktion"
56302,"Dangerous to Know Swell Co."
56303,"Hustler White Productions"
44467,"Big Sister Production"
6584,"Gemini Films"
11143,"Madragoa Filmes"
17183,"Warren Miller Entertainment"
8738,"David Sonenberg Production"
8739,"Das Films"
33266,Peripheria
2408,Dussault
