movie_id,key_id
11542,2483
236,30
45218,14638
26,220
31598,9730
37135,2393
49365,9826
575,2879
19157,11095
49671,11064
40156,172391
34604,1566
10216,6898
121,6092
11577,163180
58925,8029
649,10183
38560,9826
16617,10714
401,1945
3591,3347
311,739
978,1956
42986,33476
521,1488
617,1196
36210,10508
2019,4323
9550,779
42086,9807
40064,4720
68347,163561
32325,41334
2887,173504
11564,4470
984,6093
15762,9826
16363,33613
624,3306
586,570
617,33626
551,549
805,18401
38018,2430
30876,1585
20701,214544
78208,10199
24736,10349
20815,1329
9812,2231
880,1956
19483,1415
10494,11322
13703,1824
9092,41406
248757,158718
210092,10183
28774,3335
108059,14735
33320,190446
23847,10601
10719,1991
7229,10685
926,179781
14626,1691
29267,4372
41968,4809
20681,13006
36536,828
954,10364
10493,2587
12611,966
541,1335
11208,11200
45042,222174
29071,156835
9776,2946
911,15363
11498,40952
2045,1706
1955,11612
3640,2784
18129,203139
31393,1299
755,18233
2161,2820
12531,33632
10656,15009
3055,818
31411,11677
5879,12420
26889,1501
41204,2504
12508,5540
124963,157008
5961,1872
16520,3344
20472,4507
38148,18071
10494,202519
10222,380
16417,18118
59146,171817
10127,163098
12254,1459
10882,2116
1550,572
43150,1530
1040,163048
96461,10322
3010,10093
60855,15300
27625,13031
11300,220295
14635,6075
12771,15160
25944,131
87729,9682
19460,13027
597,210184
613,2850
883,4431
38171,4849
42995,15363
9003,10327
562,818
962,1691
74544,187844
10632,7202
27088,34117
15136,11322
21717,14574
23615,4319
16435,738
21989,159558
1039,2850
10882,4344
10206,197110
14239,202399
10381,386
17130,15300
11953,10340
31427,1956
68274,4129
20123,11627
10328,163515
421,936
20213,234663
10162,14985
21059,237
36648,14735
640,172889
9824,10267
20849,12670
9550,11196
10872,1562
897,14636
44662,233
27090,232766
10127,230186
2757,5809
12086,1228
7340,170356
8961,1941
9653,13014
23954,14873
66043,10360
31767,5565
10249,175091
9208,12371
10559,3667
28200,5933
43117,6038
23160,490
1367,6075
11219,3713
1587,4129
9636,1706
3309,10644
11411,163455
10246,2389
27414,1991
27331,236
10342,6069
12239,18035
3600,10793
400,6259
31618,4129
13041,201680
14136,14725
52778,34094
73135,888
19157,2398
16297,9798
25155,34117
1213,131
10856,9673
268,855
9509,591
343,2692
17810,11221
24182,193119
79,54324
11356,6054
21525,34136
13820,34117
13339,10624
63076,2398
321,158718
507,90
50123,155805
11516,270
3082,33619
39929,11663
19426,181958
27130,9937
23160,11578
37209,10183
11129,3015
11316,175245
5482,570
10774,572
8983,34079
2200,4305
13783,3094
10603,690
8592,33699
33049,10222
549,1605
4193,703
33472,2411
746,6091
452,1672
11837,158328
12229,156866
9894,378
11864,2831
22256,6075
11210,2041
9272,170749
27346,10292
9715,6270
2020,10911
16220,1576
41653,214548
15237,12396
11368,4320
29904,191146
2749,13006
9051,9673
42040,231209
10515,3098
3558,1252
110989,196297
201,1430
860,4284
45220,836
10216,1718
15037,2135
26842,197284
3529,6149
27997,12100
9308,11931
30924,193575
884,5809
19545,11100
19483,10222
47955,12396
10126,6147
8386,166734
8078,4565
19050,1480
234,183931
69069,15009
6020,171636
776,964
1791,2699
4912,4688
982,840
818,1375
37165,3979
39851,196911
12220,2038
9909,6270
284,1441
11141,2570
992,181479
10604,2365
14785,194451
16296,177334
14013,10456
31510,154802
9423,188957
9838,10941
73067,14985
44772,10229
43802,218009
1413,164920
11086,769
28171,34079
2742,158120
5925,1223
38043,156478
4539,41609
10361,12564
8868,1405
9386,3088
10350,12405
25283,2655
13526,9937
47955,203593
30892,1610
754,6062
9021,12200
19448,156321
2667,5729
42801,10183
616,2156
74948,188
5910,6203
490,3737
34106,11677
1643,201195
9583,4541
7007,4530
43595,10229
14742,13059
31427,6091
10489,3300
8978,14755
37684,1295
564,2905
624,704
789,3023
10694,6149
5680,167915
31993,1749
12208,3101
163549,13006
9427,4378
17941,157722
884,3260
662,4379
9946,199978
598,208289
813,4548
15347,1505
4464,5571
53198,226869
12485,46951
28963,255
34106,191786
802,2669
4421,191110
253,3393
11942,9748
8766,161208
33472,162601
10999,11107
873,2320
5336,159595
10776,210234
8216,445
12104,161919
54986,158540
12501,12371
29204,176104
25698,4344
479,9748
962,180808
48035,18070
11062,2946
7303,187791
16550,6270
10416,6935
1677,1741
422,3737
21544,1919
12106,9748
5781,13097
604,3219
11586,9712
53879,12354
1052,11488
22733,966
45874,5627
12559,833
31965,616
14904,187056
12237,189401
10657,156174
66035,1556
10304,1402
32502,9866
867,3979
31586,970
473,2362
10303,184134
43368,3352
31835,1674
69321,387
43488,1956
3063,162752
47942,10685
34377,10180
465,966
10683,2337
552,6038
10671,822
1689,5484
235,169875
10098,183887
12276,34079
36434,6593
11895,5340
11547,10292
9566,178364
2039,4550
1538,12670
24518,2676
10881,199050
24662,11500
9674,15127
43915,10287
71524,190317
1577,41645
123833,187056
2621,741
2565,173213
18828,534
11326,5570
39578,162846
13666,4550
44562,164193
8222,744
1682,161791
636,2137
11429,4005
24188,2168
27042,10229
13818,1157
6440,1533
26488,197508
10144,5600
31083,10683
51036,223198
28377,162846
44414,9826
910,12670
527,100
1499,233
3780,174420
11443,159661
70801,154802
15037,6270
823,4565
10668,11612
12653,220712
234,4924
594,3015
659,3410
2502,9663
441,158558
851,179367
10972,2574
10538,12670
25087,12379
11660,156104
8293,234626
27475,12339
21539,2409
12528,5387
2657,12425
36955,949
12153,1568
31411,699
5165,2853
6552,178261
10178,4406
14873,5650
10442,4452
28384,41355
13339,6733
31955,5643
73194,4932
16539,2407
11547,10776
11553,233
10656,1937
279,2199
61934,159952
65012,787
11702,3739
17906,2315
51321,6027
10691,10791
593,3298
15698,1010
839,321
10283,6270
39868,9748
27526,10183
475,798
8367,4615
41651,166662
10404,6038
31023,3569
10754,378
20642,3897
287,1686
53712,9826
8346,4677
10995,2692
637,3196
859,6049
9581,33705
15251,9716
9092,6187
12629,2944
9544,4776
1791,6029
12112,13005
5889,3045
15992,8438
36234,10183
40876,10103
20348,3800
36915,718
879,10084
11319,10336
10722,12332
9606,931
1959,2580
32872,172972
8867,10391
41171,238240
2788,1873
12490,6168
42640,787
80287,10183
10691,9986
8649,1803
10168,11931
9573,1922
10995,207876
20312,10909
8913,171247
9271,803
1680,1852
11808,10685
11412,10685
11129,14534
26520,207113
24405,208251
508,2570
3063,1704
9374,931
2288,5091
22076,162296
402,158713
43774,33496
7984,258
10345,155715
17813,208223
11054,15299
9871,158276
14537,1462
3597,13130
667,2041
28421,9826
11804,5439
10613,9140
205,10089
28,6255
27681,1156
41280,41404
1433,2483
1040,3720
346,14643
12652,4193
9822,690
849,4152
105,9104
236,3925
20616,156316
29021,4344
10012,4197
110428,235133
11503,172603
54715,7312
11307,34030
978,1529
38775,4076
4823,34094
10399,1610
13950,169171
948,34117
619,1596
54195,9905
10434,5768
625,3104
1909,180077
16229,221805
2539,5625
1632,2669
260,226499
29049,12377
240,1950
39770,9673
603,312
124821,164500
196,10511
55616,3633
17962,188293
18274,6362
2923,9937
2527,9937
28789,4344
11340,6220
20701,12666
47434,242
9823,12380
1088,4676
9424,6255
10546,697
9359,185589
207,497
38922,187056
45824,10183
3526,189400
11090,15090
3079,11581
8198,321
69069,193455
10956,6230
9593,161849
11299,14675
11365,4183
33560,13130
26290,185443
34689,33626
10117,4906
13465,10092
14425,171692
14874,10226
51182,33813
11770,5400
10660,208262
15247,2106
12589,6257
1403,10322
1968,1463
3600,9748
9873,12093
1405,33780
11247,221039
711,380
40156,11937
14342,221615
466,549
9070,10988
13685,2669
600,549
12611,539
29242,3134
24584,237
12702,657
661,1956
161495,3739
32430,18396
29740,378
8077,9951
12649,242
11618,5918
145,10707
11057,1155
6619,5202
11220,395
31112,190003
19051,181036
11184,738
1414,1412
18172,164852
10632,10024
11596,156282
794,1704
88,208591
13041,189092
1366,6067
1369,9748
3170,12392
928,10005
1847,5616
38880,789
33468,10292
16642,9673
9679,10291
9869,14552
69014,8646
1213,725
863,2598
1373,6083
103413,5331
27331,2708
11197,46962
10643,1299
52855,10183
24356,736
18462,4803
429,801
20334,7879
29437,206850
10569,4733
33468,11581
20213,198423
59569,378
10137,380
9619,2669
99,108
25768,5490
622,33626
27098,6270
813,2080
47199,174552
11284,1453
16889,10280
3484,5146
30707,160223
16307,10864
12484,3133
18420,2483
46625,166329
78281,187056
844,612
9490,919
2105,44447
42640,160522
1050,4652
8859,13130
28050,11039
46027,156022
9678,1155
43089,5657
11456,217324
14832,2913
14398,6593
10929,9748
42178,9937
5683,1985
11773,10103
79257,1321
6961,6739
10562,6921
34328,11634
925,577
11300,242
38251,2041
1281,212
1277,5166
8834,591
10246,14794
979,9673
26142,13005
9403,6935
9636,1279
41115,1930
867,572
8427,1930
414,157166
11484,6186
117,177359
1702,1373
16235,10183
33660,194088
6466,161794
122,603
1412,3297
12778,331
16274,234193
29794,293
12655,3149
764,4015
35233,170652
146599,6984
12635,164698
13,818
88,10791
312,1639
9319,417
11576,6310
37662,156091
14662,208975
12312,9576
10567,3077
6279,41592
10865,14785
2087,159601
13193,1862
18993,385
2900,13149
19426,41557
9799,8574
27526,10614
15196,10090
44326,228402
10693,12988
9922,279
25103,1992
11526,187056
853,1589
4154,4485
53426,818
34374,4007
9267,161842
5511,6149
673,3873
63076,13059
20337,3692
9694,1583
409,3800
30159,2619
9025,2922
173,2769
10212,13065
164,963
5769,5626
9026,8250
10213,9503
433,209220
11635,171134
26811,9706
708,3278
500,233073
10534,2913
238,131
39177,190370
802,2913
11157,155294
20455,191219
13791,161891
64,732
322,1522
12665,163543
61048,7376
33253,10325
2436,10547
8452,9826
99,726
9953,187056
65137,12193
4824,1812
10157,7477
8839,9713
29904,3389
37550,10183
21468,157768
10349,18035
9606,14544
40092,188841
28988,12987
42599,9673
9433,1003
429,2708
27932,7464
26912,2187
36648,14926
11576,378
10046,15001
11354,2251
39867,4426
28120,10144
9587,187056
9285,11870
3132,7375
11397,6270
32020,567
13768,399
9306,9714
54860,155238
11773,10721
2055,5701
9469,2538
575,2883
8844,158086
53244,187056
23111,3263
10771,2051
10972,41180
13552,13017
10178,6610
20539,10541
31498,156243
12521,11523
3133,185457
2118,14536
13567,158345
4886,12997
35813,9937
8005,11715
26933,10180
8688,15155
24560,176516
11385,409
9798,1666
405,378
11889,1605
1092,4691
137,563
11329,6112
2502,18067
29173,11181
9691,2708
16,2488
101,34117
9443,2606
37227,242
34326,10085
2099,1812
951,6149
22976,197642
18196,10135
12506,3644
2609,4543
10606,13072
33020,3633
12626,2248
27130,6156
11113,165278
25690,293
2097,157524
41828,206850
11071,1508
5550,33699
60670,33699
1621,5570
11509,2673
10142,6148
38688,167843
17352,11823
58770,2187
4499,14964
9255,1400
483,9844
92298,9748
35796,3301
34996,242
744,3203
10162,10183
27430,1321
11936,2336
389,3012
10692,549
9331,2149
5822,10601
15992,14964
640,231069
25319,9748
48385,12572
29425,220908
842,2957
16363,10181
13665,210692
2731,2038
12153,1812
10831,9002
872,164623
5155,1655
32847,2900
62204,192918
2160,15246
402,4378
21168,11004
1647,34094
33644,965
9277,3202
11072,34139
10223,5332
19490,65
31767,13006
67595,8629
995,1859
957,5539
23995,5349
16295,171662
339,242
16093,188709
13823,1879
18776,161233
8341,255
16520,165364
29259,10685
10636,155624
36372,212
84116,1415
37410,10232
178,14819
11495,657
19133,9253
37232,33500
10538,18525
28169,9715
26488,160329
676,3203
337,3737
37658,131
11176,12396
8961,18026
680,4076
85,483
11036,493
27084,191881
65203,156764
35669,5545
12489,2619
1955,170383
302,1649
32850,9748
27444,572
19460,3582
18713,2601
10217,1329
28345,238345
2105,215404
9395,13006
19326,10183
1114,4718
9519,1930
14527,1419
1551,187676
259557,4551
11894,5600
13203,171518
43117,163386
3076,305
6472,41180
2924,3883
1924,736
62,4040
11779,6027
45219,154846
2255,12392
11870,6145
2212,5340
11088,10051
18573,10326
29572,11508
49763,12564
11123,33457
765,155626
15209,186810
11527,229299
13853,192918
23939,194170
49477,158718
34379,915
11015,2598
11069,158269
31044,160424
8656,5096
85328,4552
5851,7477
43961,12433
23928,182677
20283,186360
1712,5175
31511,233445
41357,207883
590,2065
11949,4344
19803,6149
2756,155334
813,3800
2160,4776
1597,5602
9425,10158
2054,5289
5894,10183
825,12670
20682,14604
11548,4939
9884,1812
13939,444
1893,1399
604,4565
33506,14882
260,2311
15660,9740
1648,5540
46326,4653
12120,11931
661,6038
10103,772
11830,10637
54287,9738
43485,4344
9098,1253
18172,2007
24679,164882
40961,2833
22178,15272
565,3297
13166,2564
11313,156104
16198,34117
4267,5783
11702,279
11368,1157
18828,591
26560,209334
251,663
2163,15381
26842,6091
1487,4252
10229,10683
49964,1842
22267,14748
11361,156525
10220,6433
23160,164738
46691,213
10548,9682
3110,3591
27375,9937
22733,1157
42149,166862
8340,1961
40446,293
53150,11581
48862,14633
1366,700
2039,3452
11034,10329
1281,12670
36606,11614
9669,3297
23330,172504
12762,5490
18394,6149
37722,10183
10950,170173
10014,166287
415,855
34093,9673
2770,170827
10688,5905
1783,10787
32328,164753
9409,13142
9771,1480
9348,234319
9487,1721
15186,10183
21451,195402
87462,10714
575,736
14,2389
49948,3537
117553,966
10636,10791
16121,11400
21413,4986
1162,198914
38909,8029
19415,293
841,4238
18148,966
9835,13142
10349,183515
11216,185352
11475,9267
13446,14766
76397,4344
14638,18083
10219,11038
21923,33731
33155,14735
43391,470
1813,1523
14817,271
11004,3616
11327,10685
47507,13149
11702,10562
245,578
19460,40952
20638,2492
19053,14964
755,4063
2085,898
12308,13001
11971,1338
9302,238242
929,4593
10490,7717
24587,1667
21970,1655
9665,160201
36211,209987
676,3366
20213,10048
1672,9777
8289,2106
14844,9799
890,1605
11420,2339
10641,187056
12698,2956
437,6009
21734,974
5552,199656
321,1862
31923,1415
24746,10183
31526,11578
587,291
29621,6110
27274,10123
31703,2580
117269,1691
9556,41410
176,13000
27970,9826
15873,1956
839,227038
2457,14783
8834,194581
454,163656
66597,9824
28501,220712
797,10085
39859,9826
7348,14626
1994,161240
28377,207844
17612,187056
197563,158718
3089,9748
16938,207299
12312,192828
20239,4048
1879,188994
39907,3077
92663,209126
2460,128
617,2920
55306,224564
33660,15162
884,13063
16347,10483
8649,167043
43148,174539
89,11102
26201,157186
4927,10180
39435,9656
9357,178649
48385,238590
692,3444
17030,13142
3515,9748
11001,15321
10303,41586
12143,15111
30421,10084
12239,14819
23160,657
42238,409
7090,157701
72987,209051
1408,3799
8413,227489
9429,2334
8916,4967
5121,9672
22958,3182
12123,1812
10774,2483
9967,697
23518,160876
51182,179321
9889,3258
1360,2038
29161,6259
348,7956
10601,5938
29259,378
12779,157524
11397,5091
41243,14760
4488,14805
1075,2808
801,3737
29244,1009
667,1293
1831,212873
14551,797
3604,3912
78208,380
8197,7323
11337,8608
49069,4344
807,3932
59058,203142
16347,818
14905,736
1923,232999
11363,380
40969,2483
14670,5565
24546,591
161795,14638
10722,8685
2056,586
10727,13001
16448,157409
29794,12564
16520,4129
12277,1474
44708,128
9566,178368
21512,11221
36054,12203
10387,478
10170,2695
12090,2587
9846,8233
1660,1525
15037,1013
343,2643
9494,179431
1576,12377
11516,5698
795,6150
2731,34094
24272,4344
12499,11093
14022,5879
36006,1582
22323,14819
19797,10199
8913,2551
12149,10714
649,848
24546,1880
31618,224540
788,1946
33343,192665
9051,9840
11708,391
6312,2483
27451,6496
2539,2783
594,2080
10537,5498
8834,187844
8740,2781
462,196407
20238,10322
1618,34079
10014,246
39503,1010
594,3019
39225,18035
48781,9673
10776,33780
17814,502
12102,188533
935,2531
4507,255
508,212
16232,6075
4614,1815
1073,200883
1587,10041
23949,14964
81048,12999
962,1321
24674,13153
33477,612
13950,3508
816,15267
6552,178265
9725,10292
1902,3636
10178,4410
1418,11925
1485,6731
8852,10138
27883,10044
9602,210589
24016,34094
8427,2792
37136,13015
61369,156764
191874,208508
85837,6149
552,110
26319,13005
22871,233
34376,177185
24808,33505
2440,158538
14112,5906
1813,531
49565,182135
14242,11614
15873,14601
27346,11532
159,566
32590,1664
9873,14512
983,41394
29343,5420
8357,161221
10447,235648
36243,7671
20737,3199
4175,963
23949,10776
15613,9951
15559,214549
9584,796
35031,161207
11956,977
11828,5895
22323,9826
11774,13014
11507,12670
3131,10726
2176,13014
25087,14961
11521,33479
8224,6381
5511,155845
34528,233
1923,6152
10511,182800
23160,44443
145,10093
11091,166113
29343,293
11478,4735
548,180635
108,4549
15028,14751
37616,208636
653,179870
4296,156866
521,931
1088,13056
100,15396
65262,10714
21183,818
11026,9714
28650,6149
27430,4948
9090,237
592,582
72086,9937
10648,3877
33468,3262
880,460
844,803
35861,4320
4613,10183
69069,10183
170767,6092
8689,155678
9716,110
9442,11427
65137,9672
10910,90
5765,9937
145,14765
9946,572
44321,2148
124963,717
22076,162300
658,3272
9610,2343
11327,378
27197,14926
23570,10325
9475,10786
11065,7548
22010,10776
929,3735
42618,978
1369,1563
2115,11933
11243,3124
18252,4379
10368,2143
15413,196549
41280,3501
1538,1749
10671,190763
4547,3305
15037,2920
73,11105
541,6255
510,526
8834,782
14675,41185
4886,12570
5638,7479
8981,5905
6414,1284
27658,395
9556,1706
38939,175387
2155,378
12251,10454
8273,8070
571,11732
27271,9748
11897,18035
13950,169175
11973,1815
94123,10323
239,33624
9545,162028
1373,3725
1829,3776
24248,3571
24005,10229
36971,10183
522,886
124029,10594
23949,41596
10943,9032
17006,10601
13372,11999
30304,13014
784,10685
25636,10183
3472,549
3112,10594
41653,1773
10632,10833
746,1533
10670,202188
38688,160061
12531,14766
38800,15225
48781,6103
13777,10183
8067,1562
7227,3800
9378,33618
44479,195624
43522,159370
32613,13031
31593,8508
34044,1812
33519,3684
17820,5987
11422,907
34282,193228
315,10183
9386,840
334,3817
29845,11510
30237,10048
27352,422
23599,10988
10015,11399
53879,13005
9604,2231
31527,10490
27016,11053
979,549
18780,818
4614,155723
11633,15090
17057,33705
9569,732
25095,4328
43634,1328
40913,9826
41768,207819
9769,2483
11076,15172
47955,11221
9524,2652
97,282
668,3289
18193,184392
9023,158266
630,191616
10485,1872
31546,164046
10720,9094
30890,9273
11861,1334
18910,6152
2124,236
8468,192164
11468,851
18975,131
18978,10982
666,3593
11228,15162
10692,33841
492,30
8047,290
73351,2831
342,271
42260,236924
10756,162846
713,2658
709,1196
54396,2920
10585,3392
760,13027
61416,392
22130,1889
561,156174
9079,1605
10530,234183
16933,11546
37712,15216
36599,9748
10212,14895
13555,14819
20455,5019
10729,159710
26291,3199
47643,10703
10694,5779
19405,65
1075,10594
8986,6517
10863,9937
1907,2988
19742,12667
312,220
22650,585
10881,159700
9354,1436
5143,14534
17810,9725
31439,2109
19357,9823
687,2726
15668,4344
14372,10503
15170,10483
30175,6271
31546,10085
34303,5970
70113,233
13666,663
918,380
2277,6089
32569,10183
14844,110
50549,9663
22537,231556
16198,33556
207625,4110
9716,156112
750,1735
11,11195
26603,818
11052,1299
3763,9826
3109,13008
769,1196
604,2849
77,9748
31161,3454
19803,11199
576,801
16885,162917
12706,193266
10972,189400
14442,189099
10133,4183
42593,10183
19155,4747
10337,9840
13795,10468
700,3496
464,1499
10220,395
19053,4470
20,3737
36670,155334
8428,4630
4543,161817
30996,10183
10368,1956
120,46951
1538,1562
11202,5565
9625,180668
85673,15275
11313,170603
46785,1357
9093,14819
55306,10041
11456,4923
58997,41230
70327,6362
10988,34094
18317,162846
16703,2708
9739,14967
522,2793
11962,6192
85,6956
813,1279
312,3737
39940,1415
33194,570
4587,170575
2771,187056
8078,11579
3115,161791
144,211431
9098,162842
12775,3070
11228,720
1049,3441
11548,4862
14013,6732
3509,4967
451,7464
17281,166808
10557,6150
5228,7020
43612,177035
11329,8881
935,3312
34746,7024
13376,14964
29264,6898
916,818
10833,206718
85837,187844
312,1643
14367,170215
10747,797
14369,890
31623,1956
24936,10551
9699,642
10495,6211
9599,3444
37797,131
240177,10183
31602,170450
88,1346
36040,193760
949,167104
2028,392
25188,11711
1927,184987
12239,13424
769,14512
27084,18379
11423,10586
681,206694
9623,1936
13343,188709
9025,14819
25364,798
38939,1991
912,4617
11562,11869
621,3687
58770,14755
9063,9826
12590,13065
9453,14707
10028,10508
27102,181324
29735,15127
11894,10329
15136,779
117179,13130
37135,5650
253,258
968,11315
85058,934
15999,1908
78331,188950
36206,180974
17168,9937
38295,10183
10401,5771
64,736
3782,6953
16314,14751
3604,14760
12722,537
9929,6715
19545,9738
45019,187056
32911,185413
21355,3800
2091,3134
90,5340
47452,1523
9093,9826
15556,33768
33575,931
7095,5133
54860,797
597,182621
1392,187056
9710,191439
43897,4345
15849,224329
18775,1576
881,227642
14831,6158
5693,1447
22013,186353
108266,9826
837,4227
9532,10812
995,196630
9893,10791
8374,8045
11153,279
11937,10941
210092,2702
8441,1161
1281,5372
963,195402
35073,155582
1373,14760
1936,4320
4985,579
337,90
33324,187056
8961,7963
10530,173808
12229,388
575,2887
11010,2041
5652,4425
9382,9713
9602,5515
5503,10718
36658,8828
1701,1420
990,2348
69035,208108
6341,2957
322,1660
25241,128
11385,2857
15842,11857
10697,14534
80,814
48677,14536
18801,1992
6470,334
3766,9937
1772,208349
10349,10818
20850,33977
45220,3930
39867,242
3591,10121
4816,156154
9444,158620
175,270
10670,10617
608,9951
8856,8677
191874,155435
12311,3180
18857,15483
16129,157499
20595,1563
397,90
109264,6029
1680,2771
16172,1946
9054,1495
18555,1562
72277,209619
44591,10121
29084,351
37315,6078
36599,246
9544,7923
11007,183141
10710,13025
12117,3664
12142,221387
29455,10093
9462,160488
32567,10084
38729,221189
15497,4409
17962,177185
10627,171781
26356,9748
943,167311
13703,156277
14926,2341
4762,5340
3547,162365
2048,6149
627,155936
4978,242
12498,170633
255,922
45767,10060
5822,2095
23160,4552
11066,6779
32076,4720
11427,3752
25066,796
46717,13063
20348,1820
43751,65
28941,14544
48482,966
6075,1228
10866,11794
744,7879
13698,2346
16520,165368
5333,591
33831,1734
9062,14514
1429,1566
50085,6069
27378,3363
1791,4399
36915,6093
37835,7002
9025,14632
12634,934
12236,6523
987,4604
1498,390
18975,207840
540,158761
54156,2201
22707,3644
45139,10060
14462,33482
11003,3582
22200,10229
21159,170063
26899,10683
10997,10183
22160,4414
832,1468
281,4563
8428,2483
85,487
9348,10562
9045,13005
12206,4779
15251,9964
10471,7858
10726,271
2161,227610
11861,9470
118452,209005
40028,428
9717,2673
26535,13008
4202,4319
15122,171758
10117,2792
21612,236
17030,195402
1598,570
9585,1241
8831,779
11033,549
37103,11001
10035,2201
27786,10489
9651,202723
10878,179431
41951,409
17795,169046
26723,164121
10739,3485
255,1406
8193,171556
35080,9826
9626,1400
72613,188114
23051,3588
29456,14720
14,970
27854,393
10774,191509
3981,1475
48797,159313
10575,236
14002,1551
8358,9957
1639,2799
10493,1335
70,1252
28377,192170
34723,170450
826,3450
16094,8508
27813,160314
42048,34061
42045,208611
12799,704
4380,1342
40969,12339
11962,6623
33762,232707
45840,1731
2760,6623
36536,169886
30330,3741
14919,849
10493,5657
16508,6054
11422,1956
14667,9673
7500,6297
85673,780
3028,4344
71140,14601
8913,187844
9289,1956
8810,205624
867,15128
33250,10328
8195,159685
10015,2999
830,15246
820,4170
31498,1160
13533,4432
10028,12094
139408,11004
75892,514
18192,10183
147729,409
2054,4488
46691,3600
36488,1009
3065,11931
36210,5202
990,1356
9819,185263
37498,181385
11532,1161
2022,3452
11477,1454
10606,4379
35206,6285
657,392
8346,4604
95627,154079
21991,11262
44465,6038
15370,4639
11232,1808
10428,293
17663,1329
77079,156212
133919,15160
465,572
18727,6154
4551,4741
31696,207268
1591,4555
40841,395
829,1788
43786,4410
47643,15135
11449,173099
11336,818
57447,11039
94260,15136
11086,7059
553,6054
22073,13142
16180,8012
9840,1439
36851,207938
9476,13028
934,159841
36040,208662
1018,1660
2026,4668
10830,5561
28046,156081
9453,6628
18889,2136
11134,13142
21309,9713
1825,6075
10771,258
13945,3571
11596,166329
49397,10958
216,1157
10161,158558
37141,1523
833,172971
8009,242
26949,2504
49872,5774
27591,176038
38884,5882
2105,156777
19827,591
58429,12425
49410,990
31225,10180
1968,13149
12611,155582
2637,1415
9299,154779
201,6110
275,6059
47615,2483
32689,572
8989,170014
8072,155790
605,221385
10497,5859
42245,2763
31321,14964
8092,6669
69014,10183
11547,3616
10179,4237
4296,10183
13666,9767
10158,160488
8067,13028
31701,818
16314,193547
5052,9937
439,6059
10021,3836
10015,18543
11228,14601
5122,12396
4543,179431
15765,164443
73621,10267
30529,9672
6415,5939
38849,10718
5854,1930
839,227042
16941,9937
778,240
11892,9104
249,650
558,14991
565,211197
53113,163599
10486,2071
41394,10103
43307,193663
22625,4690
28628,10180
11837,10336
2142,226376
40634,9826
6961,156760
4789,1956
2100,378
10009,6054
11411,9181
8852,15001
62143,186685
34024,171043
12257,3725
289,6091
8649,10508
8745,3800
593,157938
8409,8015
2654,188994
1443,14751
4952,33626
2124,18118
23943,5086
71140,10092
10437,180975
18569,10909
3089,7658
48385,238594
25508,7453
27378,1566
800,2981
28005,1664
221,830
9285,7312
5548,853
955,3269
49584,1253
1710,13001
946,18267
203,1944
595,208349
576,240
1792,733
8067,3713
562,33553
8879,3591
2134,1436
59809,570
8357,33465
10540,1502
10571,815
22797,4931
867,184312
602,14643
10391,3099
32646,12097
30636,2671
