movie_id,pc_id
11657,1398
6476,11706
16638,10253
31676,8411
280,14723
47555,6
48831,82
21589,3981
11598,95947
26372,7445
11853,89311
10261,3195
52794,1698
39507,13948
18702,14807
688,56
494,12145
1644,306
17057,441
31304,1763
32499,8411
13673,497
9509,1645
14334,29272
11638,5
11571,10199
9845,8861
9645,6194
22189,33
1921,788
765,3102
50819,10417
29471,8895
109,850
6278,9195
109614,18880
8470,12
13899,9222
52666,250
19158,4248
622,9335
84084,306
634,33
7011,2165
48580,8799
4191,1216
18317,13334
43885,4
24662,90511
10452,53009
169,1302
18998,467
2020,873
14024,15312
41164,6033
17043,8411
8675,2517
77010,51321
11969,915
54491,21234
9947,19552
29912,306
24016,6194
3040,1040
16850,3220
2046,126
4824,54502
8974,4
80287,4255
10350,24041
27726,4705
5916,599
11633,3362
9737,5
10687,1363
9327,33
271462,2081
9989,1172
11834,11771
10784,634
28031,7429
81367,559
10361,5106
8009,6179
41779,1644
28975,8411
43013,5015
60792,5
30265,4063
9585,841
760,460
11560,10104
18410,25
38914,5
10677,35
584,26281
54285,6636
28988,238
43892,6194
13853,69889
6470,2098
23210,10104
37636,25680
661,10869
10479,14159
1946,808
33157,5120
16220,4921
38438,876
8422,641
12160,335
18828,9195
4043,84938
41488,288
11547,22954
42160,17779
39891,4894
2172,1003
28569,6194
4011,4354
53565,3197
18817,6949
5825,6194
53229,441
10102,16352
42637,78646
268,6194
668,10761
65869,19134
17132,419
29318,15296
2605,559
42881,25679
13531,676
10068,22298
26488,1182
12593,89283
11502,42243
136311,54301
12611,4988
8273,52942
10880,1627
42525,634
64079,3811
11532,419
95627,1596
452,76
52782,1221
18993,8488
568,23
4012,1539
29979,10254
39113,9266
38151,13870
284096,635
14369,431
792,469
37165,4
4965,12552
9064,10170
33564,388
28124,1177
40096,13969
39929,15494
43417,11579
9089,4
2779,27
2099,484
10220,1566
38304,7248
473,22566
18228,4
16664,2487
40880,718
11704,90512
16405,52926
107569,8411
9028,1398
12599,12306
3172,13816
8489,441
20278,73629
23438,2
10179,3893
24405,10210
11576,8040
9800,559
41714,46201
13416,23438
9972,1073
21189,11949
19753,76320
766,8411
9423,33
11800,8
21972,306
19698,306
287,41
9486,694
22073,16685
25560,5
15136,3359
35172,2695
22617,4120
9598,2537
11780,60
11023,43
10438,8816
10995,8131
91076,4248
12716,3823
47260,11273
125548,40967
11308,41
5966,216
16,11239
46364,14314
4789,40652
18193,4541
7095,2173
302,147
10155,3480
10907,6194
10866,1171
14757,37854
49584,48199
31943,306
9281,4
31023,10050
5516,3638
50073,6194
13682,2
61418,3851
57745,8255
4911,60
16,30268
47684,1221
32488,11496
78146,13349
22160,5
42011,64128
12223,2380
79615,20739
54580,10050
657,7576
17187,33
10756,3538
11646,5186
77571,3065
4837,109
2003,104
4918,364
19490,28205
61578,591
5551,76068
10613,506
31336,7466
24488,5959
65749,40451
39868,14961
42740,441
27130,6
37712,9177
18333,6181
38398,2669
83761,11459
37550,15868
2978,441
10592,496
16618,28205
12710,9195
8665,20344
33324,7942
11208,8411
116008,12886
71,694
9545,559
46727,13549
29353,33
2086,4
48109,8857
18203,11661
470,10887
10145,2721
38809,11952
40947,328
11092,6194
39269,71953
26243,306
55624,843
36872,882
9081,27357
8920,306
10467,5
9093,36612
36593,4
25503,60
1404,707
29702,37451
24548,441
26665,4552
2300,8816
11087,915
10269,3645
39327,36577
31651,7541
9040,499
622,3315
377,12
8996,2553
33504,41536
15024,5730
11034,4
13965,2848
929,2833
12542,1069
23719,306
11009,3978
38884,850
76076,60
52038,11358
125123,718
17139,3259
625,500
9544,46195
36439,12982
16158,746
12774,1704
15943,3166
95536,11912
19405,4254
1573,306
86295,2805
42739,181
141,2214
26617,4541
196,33
8346,95018
108266,10593
1554,21612
61578,729
203,120
118098,33
108553,97
39209,12146
10586,6033
9529,278
9591,38944
28200,1268
14527,807
43772,85744
43116,13709
27092,7680
9360,16387
42623,4051
5852,22351
26636,87494
22613,12258
2084,9349
40505,7405
142132,181
1277,681
40814,6562
10347,6367
11710,843
10501,27
902,590
9103,33
6961,12026
86763,3952
11985,25345
47288,4108
10763,37163
11508,2106
16514,10330
45712,1236
1535,33
11862,9195
12596,17422
43049,8411
93350,60919
73067,5358
453,23
4481,1524
72354,12274
203119,38276
98,27
951,23
15673,33
18890,4105
9278,6194
11398,6194
11455,4
16,201
11336,10308
20187,171
2722,1181
29456,13576
29825,126
8467,11061
5241,1886
9382,508
44585,4820
50123,13534
19415,1138
1049,508
2722,1183
570,8277
18519,6194
24918,11717
52794,34852
6016,16419
9532,3169
819,6194
2923,1260
40213,3618
23148,4
29486,4820
26270,15580
2135,27
10447,1280
43004,77598
1600,5358
395,19747
9491,12360
35196,14
2567,691
26748,11948
9415,508
30529,2359
26593,2532
14635,2939
10310,11626
20857,4
10264,5358
61461,6084
65296,6916
584,24
7007,306
27405,14837
13339,33
322,6194
15278,33
4464,33
12780,3618
37410,1596
49963,181
22792,28320
21241,1950
20663,5
36751,775
2110,6896
28276,5070
9824,552
11893,1444
26039,8880
9103,2982
104931,9
344,8465
13702,10059
99859,21972
37835,40161
35343,235
21719,1596
39938,6
3173,1240
9066,4
31679,306
20238,33
52362,6
47614,18541
1946,20170
10015,11742
11197,6782
620,441
29173,42121
68924,43
2528,93496
11825,6194
23919,396
28367,11275
41834,181
52440,8411
10153,23370
1878,491
174,4
37753,8830
14135,1380
37227,6194
109614,4056
28162,11382
100,491
9382,5358
53650,10330
26850,1130
59181,46609
17113,26468
1694,1212
170,10889
36616,4
103,46059
2759,1382
20444,4
10867,1702
36208,3245
18153,4736
389,10212
41817,12
26976,7429
15659,4
36266,78239
892,582
45695,18203
47952,3446
14506,1755
13697,306
18222,17068
78364,13945
12775,1183
100,1382
22501,7014
10996,5752
10228,12288
21220,9195
149687,4
18129,5231
9358,12
50271,8411
13514,2521
13962,2
27099,7466
46029,20295
15237,8880
2088,31080
17030,6194
3050,1302
41876,26288
11042,9115
22618,328
207,9195
273,117
19143,8411
43469,54849
1364,693
49671,181
24190,104
44932,15673
11977,41
837,33
4911,1810
71714,9980
11065,816
6081,60
10216,8411
41777,74592
10279,4319
985,17877
51333,14
188870,51086
27030,1477
4781,12795
11447,208
78256,13719
8587,10217
11791,1314
69848,55777
9846,60
13537,35
38722,3906
20457,5406
80,98
4912,14
9535,11407
10655,8609
10451,5528
26369,5126
655,181
42702,13751
2620,5
4808,33
14874,37310
31703,19122
12121,508
24126,870
9827,7405
10283,17611
42146,5
14198,6194
10310,10869
45827,3166
161,172
1786,310
50066,8411
10785,13987
27084,4629
10877,6194
43364,9303
11027,1176
54933,862
530,297
41949,18947
40651,254
710,60
2894,591
20759,306
24226,306
11708,60
61548,4665
2832,85
11333,17956
8691,15868
30114,14723
24349,33
30017,11460
21301,8411
31526,8411
30285,11661
17771,3387
10941,2181
87078,78701
30180,5025
17281,8411
4551,1693
1089,25
42795,3166
1647,58262
5917,599
9384,6194
49370,441
695,272
22874,6194
42728,516
58129,6181
41579,8411
41003,33
4952,10330
54979,41954
12235,5
32065,396
59146,5551
29621,38955
11107,915
5544,46570
713,7832
199,4
17834,33
58048,20076
36586,19551
11300,65328
594,27
10303,3470
666,393
15319,3033
58429,44709
2023,9195
11790,3102
52999,84800
33068,5245
10734,15298
54380,83
2668,23310
47959,6246
303693,57933
14242,62137
50225,10399
15813,2441
46924,6194
21380,4835
25925,12
225,6804
14390,6996
73134,17085
36568,762
49688,79620
31911,8888
15919,30724
19,12372
10081,81809
19361,17225
43199,5
13403,12
25838,2269
9699,6407
10150,1155
9702,915
16,53669
11232,85
75531,33
6947,258
124645,3324
85926,4146
26393,6194
12312,81134
17768,60
10394,19320
11221,11142
10610,2877
7514,4717
7214,2184
28285,306
17102,516
55475,93488
22999,6
68924,10565
27793,1979
21588,86308
2528,26194
35806,1704
21356,8411
49409,5186
50463,365
9613,16419
15592,9195
166680,1950
30080,893
65137,915
651,306
91076,2152
14844,1088
464,7937
813,4
31798,6
39770,6916
32546,9974
18551,4
17687,6194
9946,919
801,554
33564,17843
3009,1284
25557,915
4247,10958
11015,1382
80218,2763
17663,12296
38724,8411
255,64
14832,20148
2140,972
5255,1867
9061,414
31696,6781
3088,306
43693,8411
784,29327
5460,333
18674,3359
9589,39823
9257,441
28292,6
30137,9266
64,11736
14923,21228
406,16366
12531,371
28177,19990
4958,27
7096,7928
3092,1318
11905,15980
41670,915
42045,514
14117,6194
10694,306
41171,56628
28153,6194
43708,7057
234,55
39504,16897
48139,12009
31938,16354
33839,306
12615,2154
14237,19765
42136,13349
21449,1333
41936,25513
80965,8101
37266,16923
18790,6194
90,30
12312,508
69234,38512
76,98
46817,591
49069,4110
31685,6
28289,441
18642,4
21450,10932
2675,9195
21309,3953
20242,9195
30709,8411
9342,559
21764,13766
31997,33
10484,1524
25502,6194
9064,1950
321,4096
14874,10254
32652,6194
15209,44460
41774,798
16077,10163
39507,25760
1885,4267
9717,9195
18074,14159
1783,1162
9768,33
27932,33
10823,5093
31835,5
10696,306
39927,2499
17711,594
37209,164
13531,6194
9945,23894
1954,12
104237,14102
578,1865
2649,10164
13912,4
10016,51312
10515,10342
34746,21335
124843,52741
17058,3249
17710,24955
14623,10163
29259,641
1591,24212
144,7025
23832,5891
11056,357
15028,4
47715,1042
2528,93497
1634,644
24747,3915
40064,4784
1374,60
818,52943
42134,21404
224,6804
26940,6428
604,172
44772,7585
7227,33
32613,7729
47168,1755
43349,881
25014,45970
846,306
5137,10672
629,361
17689,171
38251,6651
17113,37334
18890,13
23531,48357
25719,718
9303,10355
36773,1403
146,20290
62276,318
1499,969
61485,708
778,479
1392,89129
71125,1444
13509,559
12089,1147
1786,11254
4247,1607
31465,38764
1428,10807
65015,14591
17238,12110
30789,14468
23518,516
44375,64522
16052,9313
32166,2813
6970,18987
27786,35
14874,2365
11516,11402
8914,28438
587,80
10461,10210
1786,11253
28105,15782
176,55405
35651,6916
15070,421
17464,4110
47108,5358
11336,4
11472,436
38295,14
9349,14723
2623,4
12153,1608
106230,9281
64398,1704
11374,33
661,10482
26422,4508
21451,4
406,5869
39387,26819
6264,55103
29318,15297
616,20634
9302,1504
12143,11264
44134,2650
41291,13349
77915,32951
9571,6556
46088,75853
9104,1983
2768,4
79474,82482
10236,13945
28569,12172
1677,2233
693,33
11584,959
2613,306
37749,5844
63639,181
9804,1302
10631,4255
23383,4006
9081,11510
944,1885
6373,181
37917,171
10783,694
22694,9266
20787,13031
16299,12
44479,69868
1278,682
10385,441
11431,6401
38985,33
62488,11661
39310,4319
35936,14
82103,441
1607,11308
5693,41
29444,1382
43865,28205
9394,4241
445590,201
19403,12252
84298,28205
12150,42
14817,4
33222,5267
14811,60
20815,13060
43634,9195
20713,6138
594,56
142132,236
17813,86256
11951,14228
48213,45970
13063,3052
10988,3668
699,60
13783,2805
302,148
873,6194
73134,2359
696,60
9313,8213
5920,599
45928,6194
21542,89167
27549,1113
260,4978
19513,547
60015,71818
69234,1242
5558,8930
24066,16833
5137,4
11358,10339
10236,10879
12520,38091
1853,1151
2750,60
13984,38015
24128,5479
8691,1701
1825,1444
427,93470
12626,306
35717,986
626,85822
279,6194
45693,7035
11864,4255
17450,8411
31546,28206
11560,508
22200,3519
5558,1657
36349,14665
15771,306
14554,8411
16643,77845
9884,6194
8005,9
163549,4952
32059,8411
1360,690
6282,130
46717,4
140413,33
11837,5016
52778,60
476,251
15765,9195
39222,1314
21765,6255
43051,4928
55792,41
42115,22359
1091,662
251053,19496
314352,740
11571,306
10719,2645
9431,33
36243,74807
9423,11533
9296,27465
15720,35459
20483,1757
42114,33
35206,41954
27092,74896
36568,27
68569,550
16993,441
10312,33
8441,2429
92603,44602
43438,4006
1059,882
12477,5844
113,11555
23102,60
111,33
9524,1080
41050,17871
5261,1624
77074,965
1675,1650
553,7777
38783,9228
37673,1711
46029,1382
11176,24931
39874,4952
4954,4
11934,1885
431,22208
18713,9195
13403,1422
20278,60
18169,559
69977,8411
22588,33
34689,20159
5227,1881
33408,10210
46069,5070
29242,87008
68430,8830
19096,6
36245,1825
9057,12883
1018,637
7450,11231
863,3
42798,4
9081,8857
13192,7702
40365,13996
14902,441
5511,73
16300,11462
27459,306
25536,5632
36133,8411
6075,11393
9588,7396
10740,8
10331,3139
95963,11308
57564,39985
10077,2981
11036,12
10077,1171
654,388
38560,371
29021,4
79474,9335
47237,16850
11411,4110
541,298
9732,3476
2034,79
36583,8411
16311,3174
64334,208
26170,171
46732,8
16370,915
14430,2911
8816,7931
2163,10355
43232,14092
808,520
43466,614
2687,67992
380,206
10394,4117
25697,364
9600,306
7305,9195
44321,29467
34374,10
9637,6194
10929,48772
9350,45728
10835,6213
36658,9168
2045,10308
41762,16750
29355,16368
23160,55536
39891,1314
10856,11954
9051,14150
47955,4
43518,8411
2164,10320
12703,21741
33506,9195
6081,23537
37315,60
10478,508
43670,52766
41801,60710
9732,2
9529,1382
11299,7122
31459,53871
12527,10015
29933,1829
24206,54940
4254,66326
26701,6194
49184,88166
9825,11317
42522,14595
42837,7448
47439,83
37536,2188
55372,7089
10451,10565
454,306
170767,357
557,19551
51049,4
35068,52520
4561,619
20075,5
86889,34977
31656,71748
21500,41
11231,441
12153,67253
171,28766
21356,4952
25520,6705
36095,881
1788,959
31527,4
508,284
8214,706
12208,441
8074,14680
17731,3377
4967,53666
16314,9195
29437,46689
2779,1824
13938,559
13560,5982
11826,6705
1891,306
62694,306
32568,364
8583,25087
48217,6982
250,165
10389,3405
30295,5038
11839,14917
26978,24374
47452,3324
58995,1704
1213,4
13559,12
28498,23846
9474,218
13098,7405
10719,1607
4480,20091
8672,2475
10735,6194
480,307
18973,4
45862,2969
8386,45689
29264,44698
13795,7506
36912,33
9932,6194
12593,94147
2576,13579
103299,798
9886,559
901,1315
31165,10462
11814,13
49640,4395
4480,875
35650,806
4421,1645
1574,8797
29852,42187
3293,1363
1909,70
14628,33
11298,494
10734,4
37498,559
10215,763
16857,802
64382,8411
314,52945
3089,60
13778,2608
99,83
11551,33
10563,79
1878,1591
30959,7040
43323,14512
11469,1171
16767,570
11633,3361
18168,16836
260,10932
11377,6194
36107,79534
24858,201
10910,3632
26352,175
89482,11954
175,9
30793,33
9506,5
30653,33
6114,70
1058,652
26444,2521
40423,11314
543,51816
60672,22223
619,6194
20511,7470
17691,42033
10304,18616
140,6780
16820,41
2264,29165
11594,7045
710,7576
18573,5229
26813,5358
48831,745
1791,7333
11873,9195
47452,718
795,6194
30970,57661
8072,63558
60966,441
46625,1490
493,12145
38545,5707
54580,357
14469,10566
10998,4
31640,43
105,56
8818,1504
9255,11751
110838,66411
11867,552
30890,41
3131,7380
4781,1763
11850,60
37112,3166
40082,644
26535,14225
756,2
54028,8411
25037,364
22692,1553
635,14723
31146,126
11092,932
49478,8411
4927,328
17920,60283
9490,33
9972,559
14854,21468
65296,7184
38866,26882
33710,32997
46910,6
597,306
2981,426
33657,11661
52717,33266
10637,72823
10412,39712
17905,955
51394,6194
746,472
16379,8411
32325,2832
11890,10282
33343,7300
46435,720
10896,10531
4154,78240
8871,23
4174,1553
567,4
18872,12424
315,170
3173,87466
42230,5798
23550,4236
7453,9195
32087,2595
11632,2514
32489,1830
10573,58949
24348,16645
29251,13723
19601,61696
1594,60
14578,14
4612,54606
8393,22284
2019,467
742,448
19004,4285
42345,4
8816,6181
11109,289
4507,21147
41478,37580
11692,54502
859,6194
550,508
42994,27925
1786,754
29437,88951
80351,6470
43139,20544
29979,5009
13984,8582
963,6194
34899,4606
14527,11551
12597,14
1956,1171
125945,21321
188870,51084
16233,3052
19513,4089
10414,5888
10871,11661
4024,6116
48259,484
105045,7025
32294,6
17984,3166
47060,7475
26271,272
6619,15842
299121,36360
16246,15489
4599,10157
26162,13913
36677,8411
6382,2080
4989,441
42402,32483
2302,559
2721,72
27007,55783
25010,306
8391,2480
14801,33
9671,15081
11837,494
124606,40739
26636,5708
3472,288
21059,3896
9644,12
10923,8807
125548,1483
18111,4065
21512,68152
13704,1302
671,6194
24241,7429
53198,14582
10991,3035
47762,9195
41020,6194
71754,22150
12651,89601
13573,3799
10161,14063
47874,16593
46835,28557
44297,40768
61416,7281
11663,20778
10610,73998
1701,3589
549,53009
29698,288
42158,1177
967,10330
13006,15231
13995,13282
28942,4952
32325,3268
2043,904
12761,15980
10351,21084
15559,53511
9397,4607
28988,54378
44695,5316
9415,76487
6404,843
1448,719
10878,172
33710,10568
33356,7281
829,6226
95,9195
697,410
17180,3656
431,21953
408,3166
2984,33
16149,3148
8056,104
26522,441
9570,3166
17238,1041
44465,175
11889,763
790,498
1597,41248
26488,2029
78281,67892
12806,14245
2923,14
21060,3897
10314,14
30719,1553
25109,537
21721,44730
11606,7064
16562,8411
125548,40968
40929,559
12335,3166
11109,8763
8953,3153
27042,4627
10543,23
7007,8780
8078,306
29270,9209
1815,60
2587,11707
11000,60
10442,559
11610,4
2665,4
816,12
27141,14719
10012,1600
31657,18091
8195,60
4421,1646
4614,21409
8409,16791
2171,1002
43423,9209
23847,16127
37606,82
31532,4
809,27
11101,21948
141,306
8011,22240
36647,421
8341,2441
5924,4928
10269,8845
3600,5
9424,2848
11547,22956
10874,2504
2817,8138
28916,4006
1997,19238
26331,6194
319,6194
26030,13715
60672,3823
5071,183
2841,11246
78248,88332
13764,559
694,6194
539,33
26203,12
8413,248
2289,1370
45964,2124
78208,5358
161070,38178
13437,1403
6264,5755
55256,71825
33333,62452
18190,1382
12238,572
660,8411
36627,19356
15413,19507
114,9195
10599,14
17920,15278
20511,11628
16375,3187
11481,10932
67307,41470
5879,14668
63076,12912
74395,12
30959,14879
59051,4867
9421,884
12505,441
10167,3287
11191,3344
8984,11407
3509,14315
1825,6194
9326,81127
876,572
1831,126
70443,22182
924,656
10994,254
10743,4131
9823,4174
9290,11602
73515,4361
27993,4733
46094,82606
5248,9110
1551,5738
9278,10210
36815,1216
62697,10324
11398,10210
2817,83
12127,41269
29263,79897
898,584
15785,3643
986,627
9902,5755
9597,5870
29461,711
16227,6194
613,7025
705,306
11081,6194
38505,9
11635,2364
47821,559
149,9155
48677,33
51391,40409
608,5
16635,3200
58102,2307
68445,7325
5921,599
37335,1742
67794,2370
25538,1195
31004,8411
17043,890
10404,21329
3034,1298
23223,8
699,7576
10215,14
11615,831
47795,16527
105763,40669
30363,77949
35696,10210
50819,4676
45520,306
1903,349
17207,915
116014,10210
18913,9195
10955,2130
10340,3166
41834,75366
10137,441
978,1236
34024,37
2289,932
54898,30344
31608,10282
41391,2379
10154,97
36372,4361
29084,13705
33472,10330
1499,53677
30707,7965
9296,12
11209,12187
11513,843
82283,4
33491,15614
1598,11391
14013,2851
15139,6189
16358,2188
50034,11487
8074,6116
21867,15125
10783,4
87190,21075
47095,11043
10117,1885
19094,7070
3587,6194
10911,5
5894,30334
1701,78338
10839,4784
72490,955
20701,4
18317,37449
17917,3632
11169,1403
10706,2811
12103,1171
39871,4
10398,4
2019,33
110838,12745
9340,56
9745,10619
8052,11661
11013,4731
11244,36654
12664,288
80708,8411
10388,2188
10502,4564
35101,3166
7270,11395
16874,90114
12236,32508
29193,65514
9541,23022
32689,876
12310,1262
18392,12
9334,33
1946,809
41171,37498
40082,508
10117,1887
15677,5612
18764,71989
7090,1049
46929,3166
28774,57986
1430,11104
1278,11561
25660,11767
92381,41
11042,807
886,599
13554,41
25189,11317
8342,85739
10610,3320
48155,2595
10696,441
853,24138
53021,1167
844,26492
25232,40759
32043,33
43612,694
29251,2403
9567,890
37997,49393
43048,20544
387,441
161070,247
2655,27
11780,8989
11314,16644
17365,3300
9457,915
24197,6
11222,10869
70259,14686
76464,5999
29918,4
2017,18516
9423,762
6949,2153
48580,6069
49935,6541
21513,5073
44069,54377
9504,67780
39435,441
10403,251
10575,1972
21525,4
15920,1083
68883,3054
15917,5248
18355,25063
16072,17462
1600,7984
8077,306
27983,39856
3418,876
24014,45228
41759,12
14698,11356
18801,25129
32248,882
13188,19368
26030,1826
127602,19852
12493,882
18254,553
26204,14091
10243,19754
2750,1218
39274,55395
13889,3214
139408,3864
10544,53042
21132,3901
149,528
24249,20397
121923,441
52556,23072
39929,21287
23522,37909
9056,3054
9096,915
47186,53505
39504,72240
9495,14
453,27
27475,77413
3040,1038
14024,12
15920,81801
9771,6194
40082,5358
1792,1156
10136,4
2140,6896
10531,68141
11867,278
43492,6194
9606,2752
9416,12
205,19834
24657,9210
17047,4000
243,9195
26555,6194
25095,4
22307,9266
12706,201
10669,6194
11096,73955
28031,598
41670,23235
51371,12190
11157,41
32146,4847
40815,8799
557,5
92603,42152
87190,21072
1404,698
45042,5963
25684,11513
1618,441
13536,1403
404,637
110,38
26124,288
1970,830
20721,41
31641,21085
4973,147
2567,14
11513,4606
14112,10565
39274,46410
1618,821
37247,8793
27655,306
10068,22299
12634,78070
65889,52514
550,54052
1713,33
47942,6194
11293,14120
11137,11345
8619,306
1359,6455
46094,12883
6,4248
108059,1532
902,18367
11004,762
11889,14
50850,559
14626,75482
15300,2
43846,8411
10945,306
2302,11407
2088,36907
44258,5845
29224,235
9299,11955
46063,9195
19366,2527
27092,74898
15059,24827
48834,39237
1408,183
185,6194
14282,4288
10510,306
19753,6194
114046,15263
41791,181
1968,5
2046,11462
489,2253
15489,2348
61178,559
37530,1950
670,398
10077,2755
125052,60
34170,2630
19053,3267
21544,4189
10997,36863
9581,5632
12661,8411
43742,6194
47620,7269
11838,4563
10622,2521
11141,7380
21052,22308
2000,9292
599,4
1039,3391
11354,12
754,455
32261,927
2642,4258
39472,73866
47817,8172
167087,18605
1884,1
28043,12240
12761,17085
10494,22817
8920,1302
39428,38778
76076,16056
553,12045
8080,4
20721,59424
10021,33
415,1382
11236,6194
60951,8
26561,12918
66115,73335
11287,1350
36709,14
13665,41
31868,1553
39504,22625
15787,4
13437,22007
4973,1790
337,189
8869,347
159569,4606
889,56
2619,9195
16129,3141
25723,12
42518,4
32047,14150
423,5358
15697,8411
36955,574
125717,84848
10653,306
78373,4714
43364,21195
31980,14069
8012,8411
18209,11404
2087,33
3064,559
11041,306
288952,57095
42995,441
24153,13962
2055,9195
5055,1829
6623,27
13441,2757
258236,9160
44361,93754
482,8411
10690,500
11684,16058
29492,2165
9637,507
9620,4
24993,4255
713,418
7514,31400
24099,48754
21596,3984
12599,3034
994,634
46993,856
11370,10828
9300,11912
9393,1107
9798,9195
72277,417
15080,10342
242,4
1496,33
14741,2070
31005,41251
40772,6270
12142,1064
10034,2651
48781,559
593,77883
23941,22291
36657,9168
36492,494
169,840
9705,46458
3022,8411
990,22820
20312,3857
45491,2521
43961,8411
9691,5358
10174,14
241,10104
2251,508
8874,559
39176,538
18079,7100
673,6194
75145,7429
28377,18329
553,53879
8873,4
93462,20269
6114,441
24166,1243
15947,2
